formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index,PC1_Size,PC2_Shape,Stability_Tag,B_site,is_semiconductor,B_site_encoded
NaPbF3,6.878169082,7.020721809,9.9288,,1.39,1.19,1.33,0.93,2.33,3.98,0.55,0.36,3.4,0.763226367,0.894736842,479.4588893,0.993292402,1.65,0.894736842,0.17698145,0.099846685,1.79007,-0.092977906,Unstable_Distorted,Pb,1,5
NaSnI3,9.007126179,9.193802369,13.002,,1.39,1.1,2.2,0.93,1.96,2.66,0.55,1.11,3.06,0.769246468,0.5,1076.692213,0.805522721,0.7,0.5,0.17698145,0.139902088,2.31413,0.190357253,Unstable_Distorted,Sn,1,6
NaSnBr3,8.352062457,8.525162197,12.0564,,1.39,1.1,1.96,0.93,1.96,2.96,0.55,1.11,3.36,0.774120169,0.56122449,858.448077,0.737568082,1,0.56122449,0.17698145,0.129819982,2.17565,0.150517245,Unstable_Distorted,Sn,1,6
NaSnCl3,7.94264763,8.107262089,11.4654,,1.39,1.1,1.81,0.93,1.96,3.16,0.55,1.11,3.61,0.777574467,0.607734807,738.2929471,0.557342195,1.2,0.607734807,0.17698145,0.12371796,2.0891,0.12007664,Unstable_Distorted,Sn,1,6
NaSnF3,6.632520186,6.769981744,9.5742,,1.39,1.1,1.33,0.93,1.96,3.98,0.55,1.11,3.4,0.79149401,0.827067669,429.9011169,0.7659554,2.02,0.827067669,0.17698145,0.107905937,1.81214,-0.025150577,Unstable_Distorted,Sn,1,6
NaGeI3,8.204418561,8.204418561,11.7786,,1.39,0.73,2.2,0.93,2.01,2.66,0.55,1.23,3.06,0.866386807,0.331818182,792.8468231,0.997354249,0.65,0.331818182,0.179323003,0.185011424,2.09064,0.377940018,Metastable,Ge,1,2
NaGeBr3,7.532384276,7.532384276,10.8138,,1.39,0.73,1.96,0.93,2.01,2.96,0.55,1.23,3.36,0.880597664,0.37244898,613.5405471,0.907214708,0.95,0.37244898,0.179323003,0.175209195,1.95216,0.35926112,Metastable,Ge,1,2
NaGeCl3,7.112362848,7.112362848,10.2108,,1.39,0.73,1.81,0.93,2.01,3.16,0.55,1.23,3.61,0.890843189,0.403314917,516.5205195,0.64843681,1.15,0.403314917,0.179323003,0.169198173,1.86561,0.344682488,Metastable,Ge,1,2
NaGeF3,4.12,4.12,4.12,,1.39,0.73,1.33,0.93,2.01,3.98,0.55,1.23,3.4,0.933655556,0.54887218,69.934528,3.613868503,1.97,0.54887218,0,0.606897835,1.58865,0.272041846,Stable_Cubic,Ge,1,2
NaZnI3,8.232419989,8.232419989,11.8188,,1.39,0.74,2.2,0.93,1.65,2.66,0.55,-0.6,3.06,0.863439913,0.336363636,800.9924463,0.972078088,1.01,0.336363636,0.179323003,0.183214721,2.16841,0.372642928,Metastable,Zn,1,8
NaZnBr3,7.560385704,7.560385704,10.854,,1.39,0.74,1.96,0.93,1.65,2.96,0.55,-0.6,3.36,0.877336191,0.37755102,620.4084749,0.877633185,1.31,0.37755102,0.179323003,0.173379051,2.02993,0.353348116,Metastable,Zn,1,8
NaZnCl3,7.140364276,7.140364276,10.251,,1.39,0.74,1.81,0.93,1.65,3.16,0.55,-0.6,3.61,0.887349686,0.408839779,522.6452053,0.617644576,1.51,0.408839779,0.179323003,0.167345295,1.94338,0.338306504,Metastable,Zn,1,8
NaZnF3,4.14,4.14,4.14,,1.39,0.74,1.33,0.93,1.65,3.98,0.55,-0.6,3.4,0.929145142,0.556390977,70.957944,3.39091344,2.33,0.556390977,0,0.599101368,1.66642,0.263537195,Stable_Cubic,Zn,1,8
NaMgI3,8.176417132,8.176417132,11.7384,,1.39,0.72,2.2,0.93,1.31,2.66,0.55,-0.4,3.06,0.869353885,0.327272727,784.7566121,0.905433678,1.35,0.327272727,0.179323003,0.186834573,2.22487,0.383251379,Metastable,Mg,0,3
NaMgBr3,7.504382847,7.504382847,10.7736,,1.39,0.72,1.96,0.93,1.31,2.96,0.55,-0.4,3.36,0.883883476,0.367346939,606.7234926,0.785215888,1.65,0.367346939,0.179323003,0.17706895,2.08639,0.365191332,Metastable,Mg,0,3
NaMgCl3,7.084361419,7.084361419,10.1706,,1.39,0.72,1.81,0.93,1.31,3.16,0.55,-0.4,3.61,0.894364308,0.397790055,510.4438701,0.499030062,1.85,0.397790055,0.179323003,0.171083013,1.99984,0.351077997,Metastable,Mg,0,3
NaMgF3,4.1,4.1,4.1,,1.39,0.72,1.33,0.93,1.31,3.98,0.55,-0.4,3.4,0.938209973,0.541353383,68.921,2.503302419,2.67,0.541353383,0,0.614864273,1.72288,0.280577609,Stable_Cubic,Mg,0,3
NaCaI3,8.734182961,8.915202297,12.608,,1.39,1,2.2,0.93,1,2.66,0.55,0.02,3.06,0.79328542,0.454545455,981.7472369,0.750310789,1.66,0.454545455,0.17698145,0.15201978,2.44843,0.239489156,Unstable_Distorted,Ca,0,0
NaCaBr3,8.079119239,8.246562125,11.6624,,1.39,1,1.96,0.93,1,2.96,0.55,0.02,3.36,0.800272877,0.510204082,777.0069186,0.646685881,1.96,0.510204082,0.17698145,0.141642529,2.30995,0.205078639,Unstable_Distorted,Ca,0,0
NaCaCl3,7.669704413,7.828662017,11.0714,,1.39,1,1.81,0.93,1,3.16,0.55,0.02,3.61,0.805246157,0.552486188,664.7658674,0.422400318,2.16,0.552486188,0.17698145,0.135316225,2.2234,0.178701298,Unstable_Distorted,Ca,0,0
NaCaF3,6.524332849,6.524332849,9.3666,,1.39,1,1.33,0.93,1,3.98,0.55,0.02,3.4,0.82546371,0.751879699,398.7073046,0.498111225,2.98,0.751879699,0.179323003,0.112870752,1.94644,0.052023896,Metastable,Ca,0,0
NaMnI3,8.03640999,8.03640999,11.5374,,1.39,0.67,2.2,0.93,1.55,2.66,0.55,-0.5,3.06,0.884499423,0.304545455,745.1301208,1.021778034,1.11,0.304545455,0.179323003,0.196363075,2.14802,0.410027456,Metastable,Mn,1,4
NaMnBr3,5.26,5.26,5.26,,1.39,0.67,1.96,0.93,1.55,2.96,0.55,-0.5,3.36,0.900687345,0.341836735,145.531576,3.622728926,1.41,0.341836735,0,0.736117003,2.00954,0.395107381,Stable_Cubic,Mn,1,4
NaMnCl3,4.96,4.96,4.96,,1.39,0.67,1.81,0.93,1.55,3.16,0.55,-0.5,3.61,0.912395847,0.370165746,122.023936,2.503929721,1.61,0.370165746,0,0.713176886,1.92299,0.383356681,Stable_Cubic,Mn,1,4
NaMnF3,4,4,4,,1.39,0.67,1.33,0.93,1.55,3.98,0.55,-0.5,3.4,0.961665222,0.503759398,64,3.489728594,2.43,0.503759398,0,0.65739744,1.64603,0.323739418,Stable_Cubic,Mn,1,4
NaFeI3,7.952405704,7.952405704,11.4168,,1.39,0.64,2.2,0.93,1.83,2.66,0.55,0.16,3.06,0.893842727,0.290909091,722.0070686,1.056571479,0.83,0.290909091,0.179323003,0.202427762,2.07471,0.426274081,Metastable,Fe,1,1
NaFeBr3,5.2,5.2,5.2,,1.39,0.64,1.96,0.93,1.83,2.96,0.55,0.16,3.36,0.911079891,0.326530612,140.608,3.760212335,1.13,0.326530612,0,0.760742637,1.93623,0.41327634,Stable_Cubic,Fe,1,1
NaFeCl3,4.9,4.9,4.9,,1.39,0.64,1.81,0.93,1.83,3.16,0.55,0.16,3.61,0.923568041,0.35359116,117.649,2.60974463,1.33,0.35359116,0,0.73832233,1.84968,0.402973655,Stable_Cubic,Fe,1,1
NaFeF3,3.94,3.94,3.94,,1.39,0.64,1.33,0.93,1.83,3.98,0.55,0.16,3.4,0.97630987,0.481203008,61.162984,3.676032484,2.15,0.481203008,1.13E-16,0.685245658,1.57272,0.350040552,Stable_Cubic,Fe,1,1
MAPbI3,6.78,6.78,6.78,,2.17,1.19,2.2,1.3,2.33,2.66,0.2,0.36,3.06,0.911521131,0.540909091,311.665752,3.302797113,0.33,0.540909091,0,0.589310375,2.74212,0.262022712,Stable_Cubic,Pb,1,5
MAPbBr3,6.3,6.3,6.3,,2.17,1.19,1.96,1.3,2.33,2.96,0.2,0.36,3.36,0.927095558,0.607142857,250.047,3.180332521,0.63,0.607142857,0,0.577811719,2.60364,0.226206559,Stable_Cubic,Pb,1,5
MAPbCl3,6,6,6,,2.17,1.19,1.81,1.3,2.33,3.16,0.2,0.36,3.61,0.938094996,0.657458564,216,2.655326463,0.83,0.657458564,0,0.575816991,2.51709,0.198409958,Stable_Cubic,Pb,1,5
MAPbF3,5.04,5.04,5.04,,2.17,1.19,1.33,1.3,2.33,3.98,0.2,0.36,3.4,0.982092752,0.894736842,128.024064,3.837979913,1.65,0.894736842,0,0.620393174,2.24013,0.061760628,Stable_Cubic,Pb,1,5
MASnI3,6.6,6.6,6.6,,2.17,1.1,2.2,1.3,1.96,2.66,0.2,1.11,3.06,0.936380798,0.5,287.496,3.069298202,0.7,0.5,0,0.633693559,2.76419,0.308521224,Stable_Cubic,Sn,1,6
MASnBr3,6.12,6.12,6.12,,2.17,1.1,1.96,1.3,1.96,2.96,0.2,1.11,3.36,0.954363074,0.56122449,229.220928,2.828165917,1,0.56122449,0,0.623837406,2.62571,0.277948979,Stable_Cubic,Sn,1,6
MASnCl3,5.82,5.82,5.82,,2.17,1.1,1.81,1.3,1.96,3.16,0.2,1.11,3.61,0.967108244,0.607734807,197.137368,2.163936398,1.2,0.607734807,0,0.623387506,2.53916,0.25407702,Stable_Cubic,Sn,1,6
MASnF3,4.86,4.86,4.86,,2.17,1.1,1.33,1.3,1.96,3.98,0.2,1.11,3.4,1.018466557,0.827067669,114.791256,3.000193638,2.02,0.827067669,0,0.678986888,2.2622,0.135319014,Stable_Cubic,Sn,1,6
MAGeI3,6.153,6.153,14.357,,2.17,0.73,2.2,1.3,2.01,2.66,0.2,1.23,3.06,1.054626837,0.331818182,543.547535,1.482593536,0.65,0.331818182,0.435142635,0.327917216,2.5407,0.51102572,Unstable_Hexagonal,Ge,1,2
MAGeBr3,5.649,5.649,13.181,,2.17,0.73,1.96,1.3,2.01,2.96,0.2,1.23,3.36,1.085632344,0.37244898,420.6215404,1.359235957,0.95,0.37244898,0.435142635,0.330584163,2.40222,0.504220639,Unstable_Hexagonal,Ge,1,2
MAGeCl3,5.334,5.334,12.446,,2.17,0.73,1.81,1.3,2.01,3.16,0.2,1.23,3.61,1.107986216,0.403314917,354.108066,0.988516969,1.15,0.403314917,0.435142635,0.335906506,2.31567,0.498202608,Unstable_Hexagonal,Ge,1,2
MAGeF3,4.326,4.326,10.094,,2.17,0.73,1.33,1.3,2.01,3.98,0.2,1.23,3.4,1.201395017,0.54887218,188.9019019,1.417905798,1.97,0.54887218,0.435142635,0.391716482,2.03871,0.461333645,Unstable_Hexagonal,Ge,1,2
MAZnI3,6.174,6.174,14.406,,2.17,0.74,2.2,1.3,1.65,2.66,0.2,-0.6,3.06,1.051039671,0.336363636,549.1318841,1.445441693,1.01,0.336363636,0.435142635,0.324706117,2.61847,0.505275957,Unstable_Hexagonal,Zn,1,8
MAZnBr3,5.67,5.67,13.23,,2.17,0.74,1.96,1.3,1.65,2.96,0.2,-0.6,3.36,1.081611484,0.37755102,425.329947,1.315689111,1.31,0.37755102,0.435142635,0.327084205,2.47999,0.497770748,Unstable_Hexagonal,Zn,1,8
MAZnCl3,5.355,5.355,12.495,,2.17,0.74,1.81,1.3,1.65,3.16,0.2,-0.6,3.61,1.103641172,0.408839779,358.3069324,0.943101736,1.51,0.408839779,0.435142635,0.33215961,2.39344,0.491224585,Unstable_Hexagonal,Zn,1,8
MAZnF3,4.347,4.347,10.143,,2.17,0.74,1.33,1.3,1.65,3.98,0.2,-0.6,3.4,1.195591176,0.556390977,191.6662765,1.334210507,2.33,0.556390977,0.435142635,0.38642101,2.11648,0.45191454,Unstable_Hexagonal,Zn,1,8
MAMgI3,6.132,6.132,14.308,,2.17,0.72,2.2,1.3,1.31,2.66,0.2,-0.4,3.06,1.058238573,0.327272727,538.0011746,1.348799992,1.35,0.327272727,0.435142635,0.331175004,2.67493,0.516792853,Unstable_Hexagonal,Mg,0,3
MAMgBr3,5.628,5.628,13.132,,2.17,0.72,1.96,1.3,1.31,2.96,0.2,-0.4,3.36,1.089683211,0.367346939,415.9480107,1.181685757,1.65,0.367346939,0.435142635,0.334139756,2.53645,0.510691745,Unstable_Hexagonal,Mg,0,3
MAMgCl3,5.313,5.313,12.397,,2.17,0.72,1.81,1.3,1.31,3.16,0.2,-0.4,3.61,1.112365608,0.397790055,349.9421317,0.771092491,1.85,0.397790055,0.435142635,0.339716597,2.4499,0.505204916,Unstable_Hexagonal,Mg,0,3
MAMgF3,4.305,4.305,10.045,,2.17,0.72,1.33,1.3,1.31,3.98,0.2,-0.4,3.4,1.20725548,0.541353383,186.1642361,1.007932694,2.67,0.541353383,0.435142635,0.397122116,2.17294,0.470792782,Unstable_Hexagonal,Mg,0,3
MACaI3,6.4,6.4,6.4,,2.17,1,2.2,1.3,1,2.66,0.2,0.02,3.06,0.965642698,0.454545455,262.144,2.867608864,1.66,0.454545455,1.39E-16,0.689689155,2.89849,0.361345751,Stable_Cubic,Ca,0,0
MACaBr3,5.92,5.92,5.92,,2.17,1,1.96,1.3,1,2.96,0.2,0.02,3.36,0.98660507,0.510204082,207.474688,2.49471549,1.96,0.510204082,1.50E-16,0.682541571,2.76001,0.336815499,Stable_Cubic,Ca,0,0
MACaCl3,5.62,5.62,5.62,,2.17,1,1.81,1.3,1,3.16,0.2,0.02,3.61,1.001524907,0.552486188,177.504328,1.667047961,2.16,0.552486188,0,0.684526873,2.67346,0.317470375,Stable_Cubic,Ca,0,0
MACaF3,4.893,4.893,11.417,,2.17,1,1.33,1.3,1,3.98,0.2,0.02,3.4,1.062177568,0.751879699,273.3395232,0.781853628,2.98,0.751879699,0.435142635,0.280073906,2.3965,0.219380593,Unstable_Hexagonal,Ca,0,0
MAMnI3,6.027,6.027,14.063,,2.17,0.67,2.2,1.3,1.55,2.66,0.2,-0.5,3.06,1.076674785,0.304545455,510.8346639,1.519999638,1.11,0.304545455,0.435142635,0.348192731,2.59808,0.545895437,Unstable_Hexagonal,Mn,1,4
MAMnBr3,5.523,5.523,12.887,,2.17,0.67,1.96,1.3,1.55,2.96,0.2,-0.5,3.36,1.110399622,0.341836735,393.0989782,1.379633105,1.41,0.341836735,0.435142635,0.352789374,2.4596,0.543373961,Unstable_Hexagonal,Mn,1,4
MAMnCl3,5.208,5.208,12.152,,2.17,0.67,1.81,1.3,1.55,3.16,0.2,-0.5,3.61,1.134792334,0.370165746,329.6019041,0.972841085,1.61,0.370165746,0.435142635,0.359759832,2.37305,0.540590998,Unstable_Hexagonal,Mn,1,4
MAMnF3,4.2,4.2,9.8,,2.17,0.67,1.33,1.3,1.55,3.98,0.2,-0.5,3.4,1.237436867,0.503759398,172.872,1.379364755,2.43,0.503759398,0.435142635,0.42590073,2.09609,0.51870997,Unstable_Hexagonal,Mn,1,4
MAFeI3,5.964,5.964,13.916,,2.17,0.64,2.2,1.3,1.83,2.66,0.2,0.16,3.06,1.08804811,0.290909091,494.9823231,1.571698531,0.83,0.290909091,0.435142635,0.359017164,2.52477,0.563577287,Unstable_Hexagonal,Fe,1,1
MAFeBr3,5.46,5.46,12.74,,2.17,0.64,1.96,1.3,1.83,2.96,0.2,0.16,3.36,1.123211926,0.326530612,379.799784,1.431877723,1.13,0.326530612,0.435142635,0.364716836,2.38629,0.563253688,Unstable_Hexagonal,Fe,1,1
MAFeCl3,5.145,5.145,12.005,,2.17,0.64,1.81,1.3,1.83,3.16,0.2,0.16,3.61,1.148687751,0.35359116,317.7846551,1.013720313,1.33,0.35359116,0.435142635,0.372628938,2.29974,0.562133289,Unstable_Hexagonal,Fe,1,1
MAFeF3,4.137,4.137,9.653,,2.17,0.64,1.33,1.3,1.83,3.98,0.2,0.16,3.4,1.256281083,0.481203008,165.2088652,1.452391975,2.15,0.481203008,0.435142635,0.444676767,2.02278,0.5479802,Unstable_Hexagonal,Fe,1,1
FAPbI3,6.78,6.78,6.78,,2.53,1.19,2.2,1.4,2.33,2.66,0.15,0.36,3.06,0.986612117,0.540909091,311.665752,3.372060482,0.33,0.540909091,0,0.669627379,2.94984,0.315112039,Stable_Cubic,Pb,1,5
FAPbBr3,6.3,6.3,6.3,,2.53,1.19,1.96,1.4,2.33,2.96,0.15,0.36,3.36,1.007907761,0.607142857,250.047,3.266664371,0.63,0.607142857,0,0.677921136,2.81136,0.283340787,Stable_Cubic,Pb,1,5
FAPbCl3,6.3,6.3,14.7,,2.53,1.19,1.81,1.4,2.33,3.16,0.15,0.36,3.61,1.02294781,0.657458564,583.443,1.020044008,0.83,0.657458564,0.435142635,0.256080764,2.72481,0.258400897,Unstable_Hexagonal,Pb,1,5
FAPbF3,5.292,5.292,12.348,,2.53,1.19,1.33,1.4,2.33,3.98,0.15,0.36,3.4,1.083108006,0.894736842,345.8089999,1.483306699,1.65,0.894736842,0.435142635,0.302066502,2.44785,0.133178413,Unstable_Hexagonal,Pb,1,5
FASnI3,6.6,6.6,6.6,,2.53,1.1,2.2,1.4,1.96,2.66,0.15,1.11,3.06,1.01351972,0.5,287.496,3.144384534,0.7,0.5,0,0.720762803,2.97191,0.363058442,Stable_Cubic,Sn,1,6
FASnBr3,6.426,6.426,14.994,,2.53,1.1,1.96,1.4,1.96,2.96,0.15,1.11,3.36,1.037552107,0.56122449,619.1543791,1.081897922,1,0.56122449,0.435142635,0.271384091,2.83343,0.336763625,Unstable_Hexagonal,Sn,1,6
FASnCl3,6.111,6.111,14.259,,2.53,1.1,1.81,1.4,1.96,3.16,0.15,1.11,3.61,1.054585371,0.607734807,532.4926731,0.841663686,1.2,0.607734807,0.435142635,0.277797309,2.74688,0.315923349,Unstable_Hexagonal,Sn,1,6
FASnF3,5.103,5.103,11.907,,2.53,1.1,1.33,1.4,1.96,3.98,0.15,1.11,3.4,1.123223117,0.827067669,310.0655314,1.18034086,2.02,0.827067669,0.435142635,0.3321034,2.46992,0.209381902,Unstable_Hexagonal,Sn,1,6
FAGeI3,6.153,6.153,14.357,,2.53,0.73,2.2,1.4,2.01,2.66,0.15,1.23,3.06,1.141506852,0.331818182,543.547535,1.522308591,0.65,0.331818182,0.435142635,0.373970335,2.74842,0.572449889,Unstable_Hexagonal,Ge,1,2
FAGeBr3,5.649,5.649,13.181,,2.53,0.73,1.96,1.4,2.01,2.96,0.15,1.23,3.36,1.180263735,0.37244898,420.6215404,1.410557675,0.95,0.37244898,0.435142635,0.390096235,2.60994,0.571125032,Unstable_Hexagonal,Ge,1,2
FAGeCl3,5.334,5.334,12.446,,2.53,0.73,1.81,1.4,2.01,3.16,0.15,1.23,3.61,1.208206075,0.403314917,354.108066,1.049478641,1.15,0.403314917,0.435142635,0.406596958,2.52339,0.569058049,Unstable_Hexagonal,Ge,1,2
FAGeF3,4.326,4.326,10.094,,2.53,0.73,1.33,1.4,2.01,3.98,0.15,1.23,3.4,1.324967075,0.54887218,188.9019019,1.532182149,1.97,0.54887218,0.435142635,0.524230021,2.24643,0.548699091,Unstable_Hexagonal,Ge,1,2
FAZnI3,6.174,6.174,14.406,,2.53,0.74,2.2,1.4,1.65,2.66,0.15,-0.6,3.06,1.137624175,0.336363636,549.1318841,1.484752868,1.01,0.336363636,0.435142635,0.370290904,2.82619,0.566491201,Unstable_Hexagonal,Zn,1,8
FAZnBr3,5.67,5.67,13.23,,2.53,0.74,1.96,1.4,1.65,2.96,0.15,-0.6,3.36,1.175892388,0.37755102,425.329947,1.366442697,1.31,0.37755102,0.435142635,0.385937478,2.68771,0.564427347,Unstable_Hexagonal,Zn,1,8
FAZnCl3,5.355,5.355,12.495,,2.53,0.74,1.81,1.4,1.65,3.16,0.15,-0.6,3.61,1.203468012,0.408839779,358.3069324,1.003349022,1.51,0.408839779,0.435142635,0.402021667,2.60116,0.561802161,Unstable_Hexagonal,Zn,1,8
FAZnF3,4.347,4.347,10.143,,2.53,0.74,1.33,1.4,1.65,3.98,0.15,-0.6,3.4,1.318566268,0.556390977,191.6662765,1.446838667,2.33,0.556390977,0.435142635,0.517023326,2.3242,0.538857931,Unstable_Hexagonal,Zn,1,8
FAMgI3,6.132,6.132,14.308,,2.53,0.72,2.2,1.4,1.31,2.66,0.15,-0.4,3.06,1.145416122,0.327272727,538.0011746,1.388924477,1.35,0.327272727,0.435142635,0.377702894,2.88265,0.57842738,Unstable_Hexagonal,Mg,0,3
FAMgBr3,5.628,5.628,13.132,,2.53,0.72,1.96,1.4,1.31,2.96,0.15,-0.4,3.36,1.184667704,0.367346939,415.9480107,1.233584118,1.65,0.367346939,0.435142635,0.394320497,2.74417,0.577845781,Unstable_Hexagonal,Mg,0,3
FAMgCl3,5.313,5.313,12.397,,2.53,0.72,1.81,1.4,1.31,3.16,0.15,-0.4,3.61,1.212981593,0.397790055,349.9421317,0.83277989,1.85,0.397790055,0.435142635,0.411248594,2.65762,0.576340417,Unstable_Hexagonal,Mg,0,3
FAMgF3,4.305,4.305,10.045,,2.53,0.72,1.33,1.4,1.31,3.98,0.15,-0.4,3.4,1.331430329,0.541353383,186.1642361,1.123889552,2.67,0.541353383,0.435142635,0.531584352,2.38066,0.558584401,Unstable_Hexagonal,Mg,0,3
FACaI3,6.72,6.72,15.68,,2.53,1,2.2,1.4,1,2.66,0.15,0.02,3.06,1.045192211,0.454545455,708.083712,1.092121546,1.66,0.454545455,0.435142635,0.290685875,3.10621,0.417587257,Unstable_Hexagonal,Ca,0,0
FACaBr3,6.216,6.216,14.504,,2.53,1,1.96,1.4,1,2.96,0.15,0.02,3.36,1.072604543,0.510204082,560.4150666,0.962103573,1.96,0.510204082,0.435142635,0.297354887,2.96773,0.397617126,Unstable_Hexagonal,Ca,0,0
FACaCl3,5.901,5.901,13.769,,2.53,1,1.81,1.4,1,3.16,0.15,0.02,3.61,1.0921151,0.552486188,479.461378,0.662191498,2.16,0.552486188,0.435142635,0.305631588,2.88118,0.381517641,Unstable_Hexagonal,Ca,0,0
FACaF3,4.893,4.893,11.417,,2.53,1,1.33,1.4,1,3.98,0.15,0.02,3.4,1.171430118,0.751879699,273.3395232,0.860828742,2.98,0.751879699,0.435142635,0.371652538,2.60422,0.296622146,Unstable_Hexagonal,Ca,0,0
FAMnI3,6.027,6.027,14.063,,2.53,0.67,2.2,1.4,1.55,2.66,0.15,-0.5,3.06,1.165371106,0.304545455,510.8346639,1.562257968,1.11,0.304545455,0.435142635,0.397195004,2.8058,0.608603736,Unstable_Hexagonal,Mn,1,4
FAMnBr3,5.523,5.523,12.887,,2.53,0.67,1.96,1.4,1.55,2.96,0.15,-0.5,3.36,1.207189904,0.341836735,393.0989782,1.434548079,1.41,0.341836735,0.435142635,0.416468144,2.66732,0.611804691,Unstable_Hexagonal,Mn,1,4
FAMnCl3,5.208,5.208,12.152,,2.53,0.67,1.81,1.4,1.55,3.16,0.15,-0.5,3.61,1.237436867,0.370165746,329.6019041,1.038335306,1.61,0.370165746,0.435142635,0.435706175,2.58077,0.613160683,Unstable_Hexagonal,Mn,1,4
FAMnF3,4.2,4.2,9.8,,2.53,0.67,1.33,1.4,1.55,3.98,0.15,-0.5,3.4,1.364716088,0.503759398,172.872,1.504237609,2.43,0.503759398,0.435142635,0.570701851,2.30381,0.608696379,Unstable_Hexagonal,Mn,1,4
FAFeI3,5.964,5.964,13.916,,2.53,0.64,2.2,1.4,1.83,2.66,0.15,0.16,3.06,1.177681364,0.290909091,494.9823231,1.61531023,0.83,0.290909091,0.435142635,0.409588787,2.73249,0.626947997,Unstable_Hexagonal,Fe,1,1
FAFeBr3,5.46,5.46,12.74,,2.53,0.64,1.96,1.4,1.83,2.96,0.15,0.16,3.36,1.221119018,0.326530612,379.799784,1.488715618,1.13,0.326530612,0.435142635,0.430625403,2.59401,0.632474003,Unstable_Hexagonal,Fe,1,1
FAFeCl3,5.145,5.145,12.005,,2.53,0.64,1.81,1.4,1.83,3.16,0.15,0.16,3.61,1.252589155,0.35359116,317.7846551,1.081650024,1.33,0.35359116,0.435142635,0.451399449,2.50746,0.635591582,Unstable_Hexagonal,Fe,1,1
FAFeF3,4.137,4.137,9.653,,2.53,0.64,1.33,1.4,1.83,3.98,0.15,0.16,3.4,1.385498566,0.481203008,165.2088652,1.583056997,2.15,0.481203008,0.435142635,0.59619442,2.2305,0.63933696,Unstable_Hexagonal,Fe,1,1
BaTiO3,4.2,4.2,9.8,,1.61,0.6,1.4,0.89,1.54,3.44,0.14,0.08,1.46,1.064195706,0.428571429,172.872,2.239066327,1.9,0.428571429,0.435142635,0.30582106,1.77497,0.449386364,Unstable_Hexagonal,Ti,1,7
BaPbO3,4.36,4.36,4.36,,1.61,0.78,1.4,0.89,2.33,3.44,0.14,0.36,1.46,0.976326335,0.557142857,82.881856,7.863747043,1.11,0.557142857,0,0.650937623,1.72083,0.296362719,Stable_Cubic,Pb,1,5
BaSnO3,4.18,4.18,4.18,,1.61,0.69,1.4,0.89,1.96,3.44,0.14,1.11,1.46,1.018369096,0.492857143,73.034632,6.911846424,1.48,0.492857143,0,0.730327152,1.7429,0.371536951,Stable_Cubic,Sn,1,6
BaGeO3,4.053,4.053,9.457,,1.61,0.53,1.4,0.89,2.01,3.44,0.14,1.23,1.46,1.102793477,0.378571429,155.3483327,2.756729078,1.43,0.378571429,0.435142635,0.338508519,1.64058,0.512024989,Unstable_Hexagonal,Ge,1,2
BaMnO3,4.053,4.053,9.457,,1.61,0.53,1.4,0.89,1.55,3.44,0.14,-0.5,1.46,1.102793477,0.378571429,155.3483327,2.567531309,1.89,0.378571429,0.435142635,0.338508519,1.73258,0.512024989,Unstable_Hexagonal,Mn,1,4
BaFeO3,4.158,4.158,9.702,,1.61,0.58,1.4,0.89,1.83,3.44,0.14,0.16,1.46,1.074945157,0.414285714,167.7375287,2.386801553,1.61,0.414285714,0.435142635,0.314660668,1.70543,0.467086226,Unstable_Hexagonal,Fe,1,1
