formula,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,a,b,c,volume,density
RbCdO3,1.72,0.95,1.4,0.82,1.69,3.44,0.49,-0.42,1.46,0.9387970882136292,0.6785714285714286,4.699999999999999,4.699999999999999,4.699999999999999,103.82299999999995,3.932682444212875
RbCdF3,1.72,0.95,1.33,0.82,1.69,3.98,0.49,-0.42,3.4,0.9459103871135831,0.7142857142857142,4.5600000000000005,4.5600000000000005,4.5600000000000005,94.81881600000003,4.463230937190816
RbMnI3,1.72,0.67,2.2,0.82,1.55,2.66,0.49,-0.52,3.05,0.9658043840596746,0.30454545454545456,5.74,5.74,5.74,189.11922400000003,4.57565191585911
RbMnBr3,1.72,0.67,1.96,0.82,1.55,2.96,0.49,-0.52,3.36,0.9894117698731919,0.3418367346938776,5.26,5.26,5.26,145.53157599999997,4.337218600490648
RbMnCl3,1.72,0.67,1.81,0.82,1.55,3.16,0.49,-0.52,3.61,1.006486668382465,0.3701657458563536,4.96,4.96,4.96,122.02393599999999,3.3580640927767114
RbMnO3,1.72,0.67,1.4,0.82,1.55,3.44,0.49,-0.52,1.46,1.0657841339623324,0.47857142857142865,4.14,4.14,4.14,70.95794399999998,4.409224125469946
RbMnF3,1.72,0.67,1.33,0.82,1.55,3.98,0.49,-0.52,3.4,1.0783378413094848,0.5037593984962406,4.0,4.0,4.0,64.0,5.12132597143806
RbFeI3,1.72,0.645,2.2,0.82,1.83,2.66,0.49,0.16,3.05,0.9742912415645927,0.29318181818181815,5.69,5.69,5.69,184.22000900000003,4.7055413263669505
RbFeBr3,1.72,0.645,1.96,0.82,1.83,2.96,0.49,0.16,3.36,0.9989070843633376,0.32908163265306123,5.21,5.21,5.21,141.420761,4.473978076371132
RbFeCl3,1.72,0.645,1.81,0.82,1.83,3.16,0.49,0.16,3.61,1.0167360234576426,0.356353591160221,4.91,4.91,4.91,118.370771,3.474466883490071
RbFeO3,1.72,0.645,1.4,0.82,1.83,3.44,0.49,0.16,1.46,1.0788132798542924,0.46071428571428574,4.09,4.09,4.09,68.41792899999999,4.5950032256946685
RbFeF3,1.72,0.645,1.33,0.82,1.83,3.98,0.49,0.16,3.4,1.09198768740201,0.4849624060150376,3.95,3.95,3.95,61.629875000000006,5.342798245880577
RbCoI3,1.72,0.65,2.2,0.82,1.88,2.66,0.49,0.66,3.05,0.9725819586846548,0.2954545454545454,5.7,5.7,5.7,185.193,4.708436308969495
RbCoBr3,1.72,0.65,1.96,0.82,1.88,2.96,0.49,0.66,3.36,0.9969934692591934,0.3316326530612245,5.22,5.22,5.22,142.23664799999997,4.484273027381227
RbCoCl3,1.72,0.65,1.81,0.82,1.88,3.16,0.49,0.66,3.61,1.0146694868245987,0.35911602209944754,4.92,4.92,4.92,119.09548799999999,3.4962693438603063
RbCoO3,1.72,0.65,1.4,0.82,1.88,3.44,0.49,0.66,1.46,1.076182027952209,0.46428571428571436,4.1,4.1,4.1,68.92099999999998,4.635672499298399
RbCoF3,1.72,0.65,1.33,0.82,1.88,3.98,0.49,0.66,3.4,1.0892301427368534,0.48872180451127817,3.96,3.96,3.96,62.099136,5.384786157373194
RbNiI3,1.72,0.69,2.2,0.82,1.91,2.66,0.49,1.16,3.05,0.9591206166959398,0.3136363636363636,5.78,5.78,5.78,193.10055200000002,4.5135598922344
RbNiBr3,1.72,0.69,1.96,0.82,1.91,2.96,0.49,1.16,3.36,0.9819445112326395,0.3520408163265306,5.3,5.3,5.3,148.87699999999998,4.281584297373357
RbNiCl3,1.72,0.69,1.81,0.82,1.91,3.16,0.49,1.16,3.61,0.9984347750354051,0.38121546961325964,5.0,5.0,5.0,125.0,3.3279309199601466
RbNiO3,1.72,0.69,1.4,0.82,1.91,3.44,0.49,1.16,1.46,1.0555852427282433,0.4928571428571428,4.18,4.18,4.18,73.03463199999999,4.369114170831726
RbNiF3,1.72,0.69,1.33,0.82,1.91,3.98,0.49,1.16,3.4,1.067661229019292,0.5187969924812029,4.04,4.04,4.04,65.93926400000001,5.065146453957549
RbCuI3,1.72,0.73,2.2,0.82,1.9,2.66,0.49,1.24,3.05,0.9460268198809781,0.3318181818181818,5.86,5.86,5.86,201.23005600000002,4.371321723319909
RbCuBr3,1.72,0.73,1.96,0.82,1.9,2.96,0.49,1.24,3.36,0.9673431058611504,0.37244897959183676,5.38,5.38,5.38,155.72087199999999,4.145236445517798
RbCuCl3,1.72,0.73,1.81,0.82,1.9,3.16,0.49,1.24,3.61,0.982711392751383,0.4033149171270718,5.08,5.08,5.08,131.09651200000002,3.234729643281257
RbCuO3,1.72,0.73,1.4,0.82,1.9,3.44,0.49,1.24,1.46,1.0357620456817034,0.5214285714285715,4.26,4.26,4.26,77.308776,4.231952322396605
RbCuF3,1.72,0.73,1.33,0.82,1.9,3.98,0.49,1.24,3.4,1.0469299430189174,0.5488721804511277,4.12,4.12,4.12,69.934528,4.891181044767035
RbZrI3,1.72,0.72,2.2,0.82,1.33,2.66,0.49,0.43,3.05,0.9492666377572829,0.3272727272727272,5.84,5.84,5.84,199.17670399999997,4.647077125785713
RbZrBr3,1.72,0.72,1.96,0.82,1.33,2.96,0.49,0.43,3.36,0.970952595062125,0.3673469387755102,5.359999999999999,5.359999999999999,5.359999999999999,153.99065599999994,4.49019467721679
RbZrCl3,1.72,0.72,1.81,0.82,1.33,3.16,0.49,0.43,3.61,0.9865956275053409,0.39779005524861877,5.0600000000000005,5.0600000000000005,5.0600000000000005,129.55421600000003,3.627901723146444
RbZrO3,1.72,0.72,1.4,0.82,1.33,3.44,0.49,0.43,1.46,1.0406477157085037,0.5142857142857143,4.24,4.24,4.24,76.225024,4.894918027247175
RbZrF3,1.72,0.72,1.33,0.82,1.33,3.98,0.49,0.43,3.4,1.052036918350717,0.5413533834586466,4.1,4.1,4.1,68.92099999999998,5.629788129865196
KPbI3,1.64,1.19,2.2,0.82,2.33,2.66,0.5,0.36,3.05,0.8009705132024608,0.5409090909090909,6.78,6.78,6.78,311.66575200000005,3.340701776726963
KPbBr3,1.64,1.19,1.96,0.82,2.33,2.96,0.5,0.36,3.36,0.8081220356417685,0.6071428571428571,6.3,6.3,6.3,250.04699999999997,3.2275566202188997
KPbCl3,1.64,1.19,1.81,0.82,2.33,3.16,0.5,0.36,3.61,0.8131727983645296,0.6574585635359116,6.0,6.0,6.0,216.0,2.711124026716853
KPbO3,1.64,1.19,1.4,0.82,2.33,3.44,0.5,0.36,1.46,0.8299631717401947,0.85,5.18,5.18,5.18,138.991832,3.5160920132954443
KPbF3,1.64,1.19,1.33,0.82,2.33,3.98,0.5,0.36,3.4,0.8333758492555737,0.894736842105263,5.04,5.04,5.04,128.024064,3.933662455848868
KSnI3,1.64,1.1,2.2,0.82,1.96,2.66,0.5,1.11,3.05,0.8228151635625279,0.5,6.6000000000000005,6.6000000000000005,6.6000000000000005,287.4960000000001,3.110377845165716
KSnBr3,1.64,1.1,1.96,0.82,1.96,2.96,0.5,1.11,3.36,0.8318903308077029,0.5612244897959184,6.12,6.12,6.12,229.22092800000001,2.87966597769944
KSnCl3,1.64,1.1,1.81,0.82,1.96,3.16,0.5,1.11,3.61,0.8383224725407522,0.6077348066298343,5.82,5.82,5.82,197.13736800000004,2.2250558163749963
KSnO3,1.64,1.1,1.4,0.82,1.96,3.44,0.5,1.11,1.46,0.8598418459228417,0.7857142857142858,5.0,5.0,5.0,125.0,2.7339754234473603
KSnF3,1.64,1.1,1.33,0.82,1.96,3.98,0.5,1.11,3.4,0.8642416214502245,0.8270676691729324,4.86,4.86,4.86,114.79125600000002,3.1068769865573254
KGeI3,1.64,0.73,2.2,0.82,2.01,2.66,0.5,1.16,3.05,0.9267201500874888,0.3318181818181818,5.86,5.86,5.86,201.23005600000002,4.063599554886399
KGeBr3,1.64,0.73,1.96,0.82,2.01,2.96,0.5,1.16,3.36,0.946313907907647,0.37244897959183676,5.38,5.38,5.38,155.72087199999999,3.7475829492908
KGeCl3,1.64,0.73,1.81,0.82,2.01,3.16,0.5,1.16,3.61,0.9604403130289719,0.4033149171270718,5.08,5.08,5.08,131.09651200000002,2.762383367689143
KGeO3,1.64,0.73,1.4,0.82,2.01,3.44,0.5,1.16,1.46,1.0092040445103776,0.5214285714285715,4.26,4.26,4.26,77.308776,3.430970177933254
KGeF3,1.64,0.73,1.33,0.82,2.01,3.98,0.5,1.16,3.4,1.0194694854971096,0.5488721804511277,4.12,4.12,4.12,69.934528,4.00573931866692
KTiI3,1.64,0.605,2.2,0.82,1.54,2.66,0.5,0.08,3.05,0.9680178394853269,0.27499999999999997,5.61,5.61,5.61,176.55848100000003,4.398556519385008
KTiBr3,1.64,0.605,1.96,0.82,1.54,2.96,0.5,0.08,3.36,0.9924305700863824,0.3086734693877551,5.13,5.13,5.13,135.005697,4.018059892833961
KTiCl3,1.64,0.605,1.81,0.82,1.54,3.16,0.5,0.08,3.61,1.0101525445522108,0.3342541436464088,4.83,4.83,4.83,112.67858700000001,2.8490143914811354
KTiO3,1.64,0.605,1.4,0.82,1.54,3.44,0.5,0.08,1.46,1.0721220023975584,0.43214285714285716,4.01,4.01,4.01,64.48120099999998,3.4758688290005826
KTiF3,1.64,0.605,1.33,0.82,1.54,3.98,0.5,0.08,3.4,1.0853266874026075,0.45488721804511273,3.87,3.87,3.87,57.960603000000006,4.12389740330879
KMgI3,1.64,0.72,2.2,0.82,1.31,2.66,0.5,-0.42,3.05,0.9298938492316241,0.3272727272727272,5.84,5.84,5.84,199.17670399999997,3.7026380493598605
KMgBr3,1.64,0.72,1.96,0.82,1.31,2.96,0.5,-0.42,3.36,0.9498449299520787,0.3673469387755102,5.359999999999999,5.359999999999999,5.359999999999999,153.99065599999994,3.2686253478978395
KMgCl3,1.64,0.72,1.81,0.82,1.31,3.16,0.5,-0.42,3.61,0.9642365197998374,0.39779005524861877,5.0600000000000005,5.0600000000000005,5.0600000000000005,129.55421600000003,2.175920705629382
KMgO3,1.64,0.72,1.4,0.82,1.31,3.44,0.5,-0.42,1.46,1.0139644409467472,0.5142857142857143,4.24,4.24,4.24,76.225024,2.427089845634464
KMgF3,1.64,0.72,1.33,0.82,1.31,3.98,0.5,-0.42,3.4,1.0244425073775834,0.5413533834586466,4.1,4.1,4.1,68.92099999999998,2.9004275232096735
KCaI3,1.64,1.0,2.2,0.82,1.0,2.66,0.5,0.02,3.05,0.8485281374238568,0.45454545454545453,6.4,6.4,6.4,262.14400000000006,2.913156722875498
KCaBr3,1.64,1.0,1.96,0.82,1.0,2.96,0.5,0.02,3.36,0.8599947338755306,0.5102040816326531,5.92,5.92,5.92,207.474688,2.552239407276538
KCaCl3,1.64,1.0,1.81,0.82,1.0,3.16,0.5,0.02,3.61,0.8681560124888217,0.5524861878453039,5.62,5.62,5.62,177.50432800000002,1.7356591681582536
KCaO3,1.64,1.0,1.4,0.82,1.0,3.44,0.5,0.02,1.46,0.8956685895029602,0.7142857142857143,4.8,4.8,4.8,110.59199999999998,1.9096525509858917
KCaF3,1.64,1.0,1.33,0.82,1.0,3.98,0.5,0.02,3.4,0.9013335365339252,0.7518796992481203,4.66,4.66,4.66,101.19469600000001,2.2341850655109656
KSrI3,1.64,1.18,2.2,0.82,0.95,2.66,0.5,0.05,3.05,0.803340248448622,0.5363636363636363,6.76,6.76,6.76,308.915776,2.727638061544301
KSrBr3,1.64,1.18,1.96,0.82,0.95,2.96,0.5,0.05,3.36,0.8106956726979526,0.6020408163265306,6.279999999999999,6.279999999999999,6.279999999999999,247.67315199999993,2.4567416463195157
KSrCl3,1.64,1.18,1.81,0.82,0.95,3.16,0.5,0.05,3.61,0.8158924398306316,0.6519337016574586,5.98,5.98,5.98,213.84719200000004,1.809847878426145
KSrO3,1.64,1.18,1.4,0.82,0.95,3.44,0.5,0.05,1.46,0.8331800832585676,0.8428571428571429,5.16,5.16,5.16,137.38809600000002,2.111799899943663
KSrF3,1.64,1.18,1.33,0.82,0.95,3.98,0.5,0.05,3.4,0.8366960717625682,0.8872180451127819,5.02,5.02,5.02,126.50600799999997,2.4112020907318574
KZnI3,1.64,0.74,2.2,0.82,1.65,2.66,0.5,-0.42,3.05,0.9235680407334496,0.3363636363636363,5.880000000000001,5.880000000000001,5.880000000000001,203.29747200000008,3.9630555580807756
KZnBr3,1.64,0.74,1.96,0.82,1.65,2.96,0.5,-0.42,3.36,0.9428090415820631,0.37755102040816324,5.4,5.4,5.4,157.46400000000003,3.6296403947435665
KZnCl3,1.64,0.74,1.81,0.82,1.65,3.16,0.5,-0.42,3.61,0.9566738804288585,0.4088397790055249,5.1,5.1,5.1,132.65099999999998,2.6392536405520217
KZnO3,1.64,0.74,1.4,0.82,1.65,3.44,0.5,-0.42,1.46,1.0044881377603292,0.5285714285714286,4.279999999999999,4.279999999999999,4.279999999999999,78.40275199999996,3.2295411685361275
KZnF3,1.64,0.74,1.33,0.82,1.65,3.98,0.5,-0.42,3.4,1.01454451213722,0.556390977443609,4.140000000000001,4.140000000000001,4.140000000000001,70.95794400000003,3.778298577873374
KCdI3,1.64,0.95,2.2,0.82,1.69,2.66,0.5,-0.42,3.05,0.8619968380178863,0.43181818181818177,6.300000000000001,6.300000000000001,6.300000000000001,250.04700000000008,3.5344401416598767
KCdBr3,1.64,0.95,1.96,0.82,1.69,2.96,0.5,-0.42,3.36,0.8747712756946978,0.4846938775510204,5.82,5.82,5.82,197.13736800000004,3.2953400943557156
KCdCl3,1.64,0.95,1.81,0.82,1.69,3.16,0.5,-0.42,3.61,0.8838834764831844,0.5248618784530387,5.52,5.52,5.52,168.19660799999997,2.5458100345348385
KCdO3,1.64,0.95,1.4,0.82,1.69,3.44,0.5,-0.42,1.46,0.9147253680030233,0.6785714285714286,4.699999999999999,4.699999999999999,4.699999999999999,103.82299999999995,3.19102600636453
KCdF3,1.64,0.95,1.33,0.82,1.69,3.98,0.5,-0.42,3.4,0.9210996228614236,0.7142857142857142,4.5600000000000005,4.5600000000000005,4.5600000000000005,94.81881600000003,3.651145323859295
KMnI3,1.64,0.67,2.2,0.82,1.55,2.66,0.5,-0.52,3.05,0.9460940905074363,0.30454545454545456,5.74,5.74,5.74,189.11922400000003,4.168496076711162
KMnBr3,1.64,0.67,1.96,0.82,1.55,2.96,0.5,-0.52,3.36,0.9679028183542094,0.3418367346938776,5.26,5.26,5.26,145.53157599999997,3.808116954901868
KMnCl3,1.64,0.67,1.81,0.82,1.55,3.16,0.5,-0.52,3.61,0.9836767722151569,0.3701657458563536,4.96,4.96,4.96,122.02393599999999,2.727032191406732
KMnO3,1.64,0.67,1.4,0.82,1.55,3.44,0.5,-0.52,1.46,1.038456335655606,0.47857142857142865,4.14,4.14,4.14,70.95794399999998,3.324060266343353
KMnF3,1.64,0.67,1.33,0.82,1.55,3.98,0.5,-0.52,3.4,1.0500535700620228,0.5037593984962406,4.0,4.0,4.0,64.0,3.9181854035204253
KFeI3,1.64,0.645,2.2,0.82,1.83,2.66,0.5,0.16,3.05,0.9544077468387846,0.29318181818181815,5.69,5.69,5.69,184.22000900000003,4.287557434363511
KFeBr3,1.64,0.645,1.96,0.82,1.83,2.96,0.5,0.16,3.36,0.9771917129641347,0.32908163265306123,5.21,5.21,5.21,141.420761,3.9294965179192687
KFeCl3,1.64,0.645,1.81,0.82,1.83,3.16,0.5,0.16,3.61,0.9936938472886309,0.356353591160221,4.91,4.91,4.91,118.370771,2.8239600421793165
KFeO3,1.64,0.645,1.4,0.82,1.83,3.44,0.5,0.16,1.46,1.0511514008836695,0.46071428571428574,4.09,4.09,4.09,68.41792899999999,3.469552668038521
KFeF3,1.64,0.645,1.33,0.82,1.83,3.98,0.5,0.16,3.4,1.0633453874045802,0.4849624060150376,3.95,3.95,3.95,61.629875000000006,4.093388015099992
KCoI3,1.64,0.65,2.2,0.82,1.88,2.66,0.5,0.66,3.05,0.9527333472829271,0.2954545454545454,5.7,5.7,5.7,185.193,4.292648474943756
KCoBr3,1.64,0.65,1.96,0.82,1.88,2.96,0.5,0.66,3.36,0.9753196981883413,0.3316326530612245,5.22,5.22,5.22,142.23664799999997,3.942914682471913
KCoCl3,1.64,0.65,1.81,0.82,1.88,3.16,0.5,0.66,3.61,0.9916741443469873,0.35911602209944754,4.92,4.92,4.92,119.09548799999999,2.84972095113926
KCoO3,1.64,0.65,1.4,0.82,1.88,3.44,0.5,0.66,1.46,1.0485876169790753,0.46428571428571436,4.1,4.1,4.1,68.92099999999998,3.51843687667643
KCoF3,1.64,0.65,1.33,0.82,1.88,3.98,0.5,0.66,3.4,1.0606601717798212,0.48872180451127817,3.96,3.96,3.96,62.099136,4.144817273639792
KNiI3,1.64,0.69,2.2,0.82,1.91,2.66,0.5,1.16,3.05,0.939546726559288,0.3136363636363636,5.78,5.78,5.78,193.10055200000002,4.114798751734249
KNiBr3,1.64,0.69,1.96,0.82,1.91,2.96,0.5,1.16,3.36,0.9605978914232343,0.3520408163265306,5.3,5.3,5.3,148.87699999999998,3.764372126610051
KNiCl3,1.64,0.69,1.81,0.82,1.91,3.16,0.5,1.16,3.61,0.9758073580374356,0.38121546961325964,5.0,5.0,5.0,125.0,2.711922949186317
KNiO3,1.64,0.69,1.4,0.82,1.91,3.44,0.5,1.16,1.46,1.02851895445316,0.4928571428571428,4.18,4.18,4.18,73.03463199999999,3.314806176964807
KNiF3,1.64,0.69,1.33,0.82,1.91,3.98,0.5,1.16,3.4,1.0396570000614087,0.5187969924812029,4.04,4.04,4.04,65.93926400000001,3.8973900721646215
KCuI3,1.64,0.73,2.2,0.82,1.9,2.66,0.5,1.24,3.05,0.9267201500874888,0.3318181818181818,5.86,5.86,5.86,201.23005600000002,3.988670155868531
KCuBr3,1.64,0.73,1.96,0.82,1.9,2.96,0.5,1.24,3.36,0.946313907907647,0.37244897959183676,5.38,5.38,5.38,155.72087199999999,3.650755549297742
KCuCl3,1.64,0.73,1.81,0.82,1.9,3.16,0.5,1.24,3.61,0.9604403130289719,0.4033149171270718,5.08,5.08,5.08,131.09651200000002,2.6473685062684837
KCuO3,1.64,0.73,1.4,0.82,1.9,3.44,0.5,1.24,1.46,1.0092040445103776,0.5214285714285715,4.26,4.26,4.26,77.308776,3.23593349593467
KCuF3,1.64,0.73,1.33,0.82,1.9,3.98,0.5,1.24,3.4,1.0194694854971096,0.5488721804511277,4.12,4.12,4.12,69.934528,3.790136989007788
KZrI3,1.64,0.72,2.2,0.82,1.33,2.66,0.5,0.43,3.05,0.9298938492316241,0.3272727272727272,5.84,5.84,5.84,199.17670399999997,4.260480727711324
KZrBr3,1.64,0.72,1.96,0.82,1.33,2.96,0.5,0.43,3.36,0.9498449299520787,0.3673469387755102,5.359999999999999,5.359999999999999,5.359999999999999,153.99065599999994,3.990157867537061
KZrCl3,1.64,0.72,1.81,0.82,1.33,3.16,0.5,0.43,3.61,0.9642365197998374,0.39779005524861877,5.0600000000000005,5.0600000000000005,5.0600000000000005,129.55421600000003,3.033548264616552
KZrO3,1.64,0.72,1.4,0.82,1.33,3.44,0.5,0.43,1.46,1.0139644409467472,0.5142857142857143,4.24,4.24,4.24,76.225024,3.884738006225093
KZrF3,1.64,0.72,1.33,0.82,1.33,3.98,0.5,0.43,3.4,1.0244425073775834,0.5413533834586466,4.1,4.1,4.1,68.92099999999998,4.512552507243228
NaPbI3,1.39,1.19,2.2,0.93,2.33,2.66,0.55,0.36,3.05,0.7488239954158422,0.5409090909090909,6.78,6.78,6.78,311.66575200000005,3.254866520549816
NaPbBr3,1.39,1.19,1.96,0.93,2.33,2.96,0.55,0.36,3.36,0.7520024498333123,0.6071428571428571,6.3,6.3,6.3,250.04699999999997,3.1205690952153473
NaPbCl3,1.39,1.19,1.81,0.93,2.33,3.16,0.55,0.36,3.61,0.7542472332656507,0.6574585635359116,6.0,6.0,6.0,216.0,2.587272593084616
NaPbO3,1.39,1.19,1.4,0.93,2.33,3.44,0.55,0.36,1.46,0.7617096214326129,0.85,5.18,5.18,5.18,138.991832,3.3236209214361527
NaPbF3,1.39,1.19,1.33,0.93,2.33,3.98,0.55,0.36,3.4,0.7632263669950036,0.894736842105263,5.04,5.04,5.04,128.024064,3.7247024460763045
NaSnI3,1.39,1.1,2.2,0.93,1.96,2.66,0.55,1.11,3.05,0.7692464680180925,0.5,6.6000000000000005,6.6000000000000005,6.6000000000000005,287.4960000000001,3.017326429964937
NaSnBr3,1.39,1.1,1.96,0.93,1.96,2.96,0.55,1.11,3.36,0.7741201689460568,0.5612244897959184,6.12,6.12,6.12,229.22092800000001,2.762958005622112
NaSnCl3,1.39,1.1,1.81,0.93,1.96,3.16,0.55,1.11,3.61,0.7775744672841759,0.6077348066298343,5.82,5.82,5.82,197.13736800000004,2.0893539454614958
NaSnO3,1.39,1.1,1.4,0.93,1.96,3.44,0.55,1.11,1.46,0.789131167804187,0.7857142857142858,5.0,5.0,5.0,125.0,2.519960146130854
NaSnF3,1.39,1.1,1.33,0.93,1.96,3.98,0.55,1.11,3.4,0.7914940102170407,0.8270676691729324,4.86,4.86,4.86,114.79125600000002,2.873828663917112
NaGeI3,1.39,0.73,2.2,0.93,2.01,2.66,0.55,1.16,3.05,0.8663868069828345,0.3318181818181818,5.86,5.86,5.86,201.23005600000002,3.9306576365848738
NaGeBr3,1.39,0.73,1.96,0.93,2.01,2.96,0.55,1.16,3.36,0.8805976643029493,0.37244897959183676,5.38,5.38,5.38,155.72087199999999,3.575788960977125
NaGeCl3,1.39,0.73,1.81,0.93,2.01,3.16,0.55,1.16,3.61,0.8908431888964378,0.4033149171270718,5.08,5.08,5.08,131.09651200000002,2.55832065651218
NaGeO3,1.39,0.73,1.4,0.93,2.01,3.44,0.55,1.16,1.46,0.9262102908499847,0.5214285714285715,4.26,4.26,4.26,77.308776,3.084930426061316
NaGeF3,1.39,0.73,1.33,0.93,2.01,3.98,0.55,1.16,3.4,0.9336555557414606,0.5488721804511277,4.12,4.12,4.12,69.934528,3.623211396771697
