formula,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,a,b,c,volume,density
MACoF3,2.17,0.65,1.33,2.55,1.88,3.98,0.6,0.66,3.4,1.2499362293701597,0.48872180451127817,3.96,3.96,3.96,62.099136,3.9565623471467335
MANiI3,2.17,0.69,2.2,2.55,1.91,2.66,0.6,1.16,3.05,1.0692237487146063,0.3136363636363636,5.78,5.78,5.78,193.10055200000002,4.05425791867147
MANiBr3,2.17,0.69,1.96,2.55,1.91,2.96,0.6,1.16,3.36,1.1020192476605437,0.3520408163265306,5.3,5.3,5.3,148.87699999999998,3.685847785825629
MANiCl3,2.17,0.69,1.81,2.55,1.91,3.16,0.6,1.16,3.61,1.1257139956489837,0.38121546961325964,5.0,5.0,5.0,125.0,2.6183992029226175
MANiO3,2.17,0.69,1.4,2.55,1.91,3.44,0.6,1.16,1.46,1.207833114275586,0.4928571428571428,4.18,4.18,4.18,73.03463199999999,3.1547387135871254
MANiF3,2.17,0.69,1.33,2.55,1.91,3.98,0.6,1.16,3.4,1.2251850169073841,0.5187969924812029,4.04,4.04,4.04,65.93926400000001,3.7200986137254968
MACuI3,2.17,0.73,2.2,2.55,1.9,2.66,0.6,1.24,3.05,1.0546268374693557,0.3318181818181818,5.86,5.86,5.86,201.23005600000002,3.9305751152203166
MACuBr3,2.17,0.73,1.96,2.55,1.9,2.96,0.6,1.24,3.36,1.0856323443496063,0.37244897959183676,5.38,5.38,5.38,155.72087199999999,3.575682322871406
MACuCl3,2.17,0.73,1.81,2.55,1.9,3.16,0.6,1.24,3.61,1.1079862161899445,0.4033149171270718,5.08,5.08,5.08,131.09651200000002,2.558193988162598
MACuO3,2.17,0.73,1.4,2.55,1.9,3.44,0.6,1.24,1.46,1.1851508022704105,0.5214285714285715,4.26,4.26,4.26,77.308776,3.0847156279533885
MACuF3,2.17,0.73,1.33,2.55,1.9,3.98,0.6,1.24,3.4,1.2013950165790857,0.5488721804511277,4.12,4.12,4.12,69.934528,3.6229739492720725
MAZrI3,2.17,0.72,2.2,2.55,1.33,2.66,0.6,0.43,3.05,1.058238573214114,0.3272727272727272,5.84,5.84,5.84,199.17670399999997,4.201786773809152
MAZrBr3,2.17,0.72,1.96,2.55,1.33,2.96,0.6,0.43,3.36,1.0896832113061348,0.3673469387755102,5.359999999999999,5.359999999999999,5.359999999999999,153.99065599999994,3.9142411295567876
MAZrCl3,2.17,0.72,1.81,2.55,1.33,3.16,0.6,0.43,3.61,1.1123656083487978,0.39779005524861877,5.0600000000000005,5.0600000000000005,5.0600000000000005,129.55421600000003,2.9433121561832882
MAZrO3,2.17,0.72,1.4,2.55,1.33,3.44,0.6,0.43,1.46,1.190741136243384,0.5142857142857143,4.24,4.24,4.24,76.225024,3.731370153130518
MAZrF3,2.17,0.72,1.33,2.55,1.33,3.98,0.6,0.43,3.4,1.2072554800745934,0.5413533834586466,4.1,4.1,4.1,68.92099999999998,4.3429312266036195
FAPbI3,2.53,1.19,2.2,2.57,2.33,2.66,0.5,0.36,3.05,0.9866121165228229,0.5409090909090909,6.78,6.78,6.78,311.66575200000005,3.3724570918614014
FAPbBr3,2.53,1.19,1.96,2.57,2.33,2.96,0.5,0.36,3.36,1.0079077611198726,0.6071428571428571,6.3,6.3,6.3,250.04699999999997,3.267137355726111
FAPbCl3,2.53,1.19,1.81,2.57,2.33,3.16,0.5,0.36,3.61,1.0229478101165386,0.6574585635359116,6.0,6.0,6.0,216.0,2.7569436756583885
FAPbO3,2.53,1.19,1.4,2.57,2.33,3.44,0.5,0.36,1.46,1.072945810835186,0.85,5.18,5.18,5.18,138.991832,3.5872979541695216
FAPbF3,2.53,1.19,1.33,2.57,2.33,3.98,0.5,0.36,3.4,1.0831080061032037,0.894736842105263,5.04,5.04,5.04,128.024064,4.0109685798863906
FASnI3,2.53,1.1,2.2,2.57,1.96,2.66,0.5,1.11,3.05,1.0135197197007182,0.5,6.6000000000000005,6.6000000000000005,6.6000000000000005,287.4960000000001,3.144802825587606
FASnBr3,2.53,1.1,1.96,2.57,1.96,2.96,0.5,1.11,3.36,1.037552107035163,0.5612244897959184,6.12,6.12,6.12,229.22092800000001,2.922842856258154
FASnCl3,2.53,1.1,1.81,2.57,1.96,3.16,0.5,1.11,3.61,1.0545853712541635,0.6077348066298343,5.82,5.82,5.82,197.13736800000004,2.275259612194019
FASnO3,2.53,1.1,1.4,2.57,1.96,3.44,0.5,1.11,1.46,1.1115718600252527,0.7857142857142858,5.0,5.0,5.0,125.0,2.813151776818333
FASnF3,2.53,1.1,1.33,2.57,1.96,3.98,0.5,1.11,3.4,1.1232231174403593,0.8270676691729324,4.86,4.86,4.86,114.79125600000002,3.1930947396880307
FAGeI3,2.53,0.73,2.2,2.57,2.01,2.66,0.5,1.16,3.05,1.141506851540058,0.3318181818181818,5.86,5.86,5.86,201.23005600000002,4.112782288162443
FAGeBr3,2.53,0.73,1.96,2.57,2.01,2.96,0.5,1.16,3.36,1.180263735140371,0.37244897959183676,5.38,5.38,5.38,155.72087199999999,3.811139260299459
FAGeCl3,2.53,0.73,1.81,2.57,2.01,3.16,0.5,1.16,3.61,1.2082060749407937,0.4033149171270718,5.08,5.08,5.08,131.09651200000002,2.837877704040149
FAGeO3,2.53,0.73,1.4,2.57,2.01,3.44,0.5,1.16,1.46,1.3046618075413763,0.5214285714285715,4.26,4.26,4.26,77.308776,3.5589898502583166
FAGeF3,2.53,0.73,1.33,2.57,2.01,3.98,0.5,1.16,3.4,1.32496707542722,0.5488721804511277,4.12,4.12,4.12,69.934528,4.147258028443179
FATiI3,2.53,0.605,2.2,2.57,1.54,2.66,0.5,0.08,3.05,1.1923761408243743,0.27499999999999997,5.61,5.61,5.61,176.55848100000003,4.454611850827124
FATiBr3,2.53,0.605,1.96,2.57,1.54,2.96,0.5,0.08,3.36,1.2377814610244047,0.3086734693877551,5.13,5.13,5.13,135.005697,4.091368237528271
FATiCl3,2.53,0.605,1.81,2.57,1.54,3.16,0.5,0.08,3.61,1.2707426212627808,0.3342541436464088,4.83,4.83,4.83,112.67858700000001,2.9368486857767473
FATiO3,2.53,0.605,1.4,2.57,1.54,3.44,0.5,0.08,1.46,1.385999825467896,0.43214285714285716,4.01,4.01,4.01,64.48120099999998,3.6293561092913396
FATiF3,2.53,0.605,1.33,2.57,1.54,3.98,0.5,0.08,3.4,1.4105592637623117,0.45488721804511273,3.87,3.87,3.87,57.960603000000006,4.294652082506514
FAMgI3,2.53,0.72,2.2,2.57,1.31,2.66,0.5,-0.42,3.05,1.1454161215795788,0.3272727272727272,5.84,5.84,5.84,199.17670399999997,3.7523278171520404
FAMgBr3,2.53,0.72,1.96,2.57,1.31,2.96,0.5,-0.42,3.36,1.1846677043013427,0.3673469387755102,5.359999999999999,5.359999999999999,5.359999999999999,153.99065599999994,3.3328957681197764
FAMgCl3,2.53,0.72,1.81,2.57,1.31,3.16,0.5,-0.42,3.61,1.2129815930235635,0.39779005524861877,5.0600000000000005,5.0600000000000005,5.0600000000000005,129.55421600000003,2.252313774700725
FAMgO3,2.53,0.72,1.4,2.57,1.31,3.44,0.5,-0.42,1.46,1.3108158726712882,0.5142857142857143,4.24,4.24,4.24,76.225024,2.5569296758111215
FAMgF3,2.53,0.72,1.33,2.57,1.31,3.98,0.5,-0.42,3.4,1.3314303294536942,0.5413533834586466,4.1,4.1,4.1,68.92099999999998,3.0440273573875243
FACaI3,2.53,1.0,2.2,2.57,1.0,2.66,0.5,0.02,3.05,1.0451922109413654,0.45454545454545453,6.4,6.4,6.4,262.14400000000006,2.950910950213799
FACaBr3,2.53,1.0,1.96,2.57,1.0,2.96,0.5,0.02,3.36,1.0726045430836482,0.5102040816326531,5.92,5.92,5.92,207.474688,2.5999418246980395
FACaCl3,2.53,1.0,1.81,2.57,1.0,3.16,0.5,0.02,3.61,1.0921150997685467,0.5524861878453039,5.62,5.62,5.62,177.50432800000002,1.7914158039703765
FACaO3,2.53,1.0,1.4,2.57,1.0,3.44,0.5,0.02,1.46,1.1578873541929715,0.7142857142857143,4.8,4.8,4.8,110.59199999999998,1.9991440528248277
FACaF3,2.53,1.0,1.33,2.57,1.0,3.98,0.5,0.02,3.4,1.1714301181888724,0.7518796992481203,4.66,4.66,4.66,101.19469600000001,2.3319870705821764
FASrI3,2.53,1.18,2.2,2.57,0.95,2.66,0.5,0.05,3.05,0.9895310872817663,0.5363636363636363,6.76,6.76,6.76,308.915776,2.7596760632919737
FASrBr3,2.53,1.18,1.96,2.57,0.95,2.96,0.5,0.05,3.36,1.01111765844828,0.6020408163265306,6.279999999999999,6.279999999999999,6.279999999999999,247.67315199999993,2.4967017473294613
FASrCl3,2.53,1.18,1.81,2.57,0.95,3.16,0.5,0.05,3.61,1.0263690402507075,0.6519337016574586,5.98,5.98,5.98,213.84719200000004,1.8561287955558479
FASrO3,2.53,1.18,1.4,2.57,0.95,3.44,0.5,0.05,1.46,1.0771045155283454,0.8428571428571429,5.16,5.16,5.16,137.38809600000002,2.183837030230203
FASrF3,2.53,1.18,1.33,2.57,0.95,3.98,0.5,0.05,3.4,1.0874231774422605,0.8872180451127819,5.02,5.02,5.02,126.50600799999997,2.48943587842178
FAZnI3,2.53,0.74,2.2,2.57,1.65,2.66,0.5,-0.42,3.05,1.1376241751742753,0.3363636363636363,5.880000000000001,5.880000000000001,5.880000000000001,203.29747200000008,4.01173813181869
FAZnBr3,2.53,0.74,1.96,2.57,1.65,2.96,0.5,-0.42,3.36,1.1758923879731844,0.37755102040816324,5.4,5.4,5.4,157.46400000000003,3.692493136775851
FAZnCl3,2.53,0.74,1.81,2.57,1.65,3.16,0.5,-0.42,3.61,1.2034680119018102,0.4088397790055249,5.1,5.1,5.1,132.65099999999998,2.713863286701479
FAZnO3,2.53,0.74,1.4,2.57,1.65,3.44,0.5,-0.42,1.46,1.2985652570388466,0.5285714285714286,4.279999999999999,4.279999999999999,4.279999999999999,78.40275199999996,3.3557745457952786
FAZnF3,2.53,0.74,1.33,2.57,1.65,3.98,0.5,-0.42,3.4,1.318566268299552,0.556390977443609,4.140000000000001,4.140000000000001,4.140000000000001,70.95794400000003,3.917776184092794
FACdI3,2.53,0.95,2.2,2.57,1.69,2.66,0.5,-0.42,3.05,1.0617825634959903,0.43181818181818177,6.300000000000001,6.300000000000001,6.300000000000001,250.04700000000008,3.5740208771670883
FACdBr3,2.53,0.95,1.96,2.57,1.69,2.96,0.5,-0.42,3.36,1.0910341744081093,0.4846938775510204,5.82,5.82,5.82,197.13736800000004,3.3455438901747385
FACdCl3,2.53,0.95,1.81,2.57,1.69,3.16,0.5,-0.42,3.61,1.1118997936049335,0.5248618784530387,5.52,5.52,5.52,168.19660799999997,2.604652149658656
FACdO3,2.53,0.95,1.4,2.57,1.69,3.44,0.5,-0.42,1.46,1.1825232553460137,0.6785714285714286,4.699999999999999,4.699999999999999,4.699999999999999,103.82299999999995,3.2863521303579772
FACdF3,2.53,0.95,1.33,2.57,1.69,3.98,0.5,-0.42,3.4,1.1971193751666986,0.7142857142857142,4.5600000000000005,4.5600000000000005,4.5600000000000005,94.81881600000003,3.7555238068322487
FAMnI3,2.53,0.67,2.2,2.57,1.55,2.66,0.5,-0.52,3.05,1.1653711062760872,0.30454545454545456,5.74,5.74,5.74,189.11922400000003,4.220828377796385
FAMnBr3,2.53,0.67,1.96,2.57,1.55,2.96,0.5,-0.52,3.36,1.207189904002889,0.3418367346938776,5.26,5.26,5.26,145.53157599999997,3.8761231185358804
FAMnCl3,2.53,0.67,1.81,2.57,1.55,3.16,0.5,-0.52,3.61,1.2374368670764582,0.3701657458563536,4.96,4.96,4.96,122.02393599999999,2.8081395912808986
FAMnO3,2.53,0.67,1.4,2.57,1.55,3.44,0.5,-0.52,1.46,1.342478091817938,0.47857142857142865,4.14,4.14,4.14,70.95794399999998,3.463537872562773
FAMnF3,2.53,0.67,1.33,2.57,1.55,3.98,0.5,-0.52,3.4,1.3647160876900366,0.5037593984962406,4.0,4.0,4.0,64.0,4.072826718698107
FAFeI3,2.53,0.645,2.2,2.57,1.83,2.66,0.5,0.16,3.05,1.1756116256633988,0.29318181818181815,5.69,5.69,5.69,184.22000900000003,4.341281480003807
FAFeBr3,2.53,0.645,1.96,2.57,1.83,2.96,0.5,0.16,3.36,1.2187752197802681,0.32908163265306123,5.21,5.21,5.21,141.420761,3.999479482947802
FAFeCl3,2.53,0.645,1.81,2.57,1.83,3.16,0.5,0.16,3.61,1.2500380571688863,0.356353591160221,4.91,4.91,4.91,118.370771,2.9075705829214358
FAFeO3,2.53,0.645,1.4,2.57,1.83,3.44,0.5,0.16,1.46,1.3588898044318491,0.46071428571428574,4.09,4.09,4.09,68.41792899999999,3.6142083791368744
FAFeF3,2.53,0.645,1.33,2.57,1.83,3.98,0.5,0.16,3.4,1.3819909748759864,0.4849624060150376,3.95,3.95,3.95,61.629875000000006,4.253976433807179
FACoI3,2.53,0.65,2.2,2.57,1.88,2.66,0.5,0.66,3.05,1.1735491491271475,0.2954545454545454,5.7,5.7,5.7,185.193,4.346090258225908
FACoBr3,2.53,0.65,1.96,2.57,1.88,2.96,0.5,0.66,3.36,1.2164404013515704,0.3316326530612245,5.22,5.22,5.22,142.23664799999997,4.0124962165598905
FACoCl3,2.53,0.65,1.81,2.57,1.88,3.16,0.5,0.66,3.61,1.247497329410413,0.35911602209944754,4.92,4.92,4.92,119.09548799999999,2.93282270702922
FACoO3,2.53,0.65,1.4,2.57,1.88,3.44,0.5,0.66,1.46,1.3555754390551862,0.46428571428571436,4.1,4.1,4.1,68.92099999999998,3.662036710854281
FACoF3,2.53,0.65,1.33,2.57,1.88,3.98,0.5,0.66,3.4,1.3785010986768047,0.48872180451127817,3.96,3.96,3.96,62.099136,4.304192183000393
FANiI3,2.53,0.69,2.2,2.57,1.91,2.66,0.5,1.16,3.05,1.1573062543295398,0.3136363636363636,5.78,5.78,5.78,193.10055200000002,4.166052070633988
FANiBr3,2.53,0.69,1.96,2.57,1.91,2.96,0.5,1.16,3.36,1.1980790368028673,0.3520408163265306,5.3,5.3,5.3,148.87699999999998,3.8308501196605
FANiCl3,2.53,0.69,1.81,2.57,1.91,3.16,0.5,1.16,3.61,1.2275373721398464,0.38121546961325964,5.0,5.0,5.0,125.0,2.7910993025572908
FANiO3,2.53,0.69,1.4,2.57,1.91,3.44,0.5,1.16,1.46,1.3296314115134602,0.4928571428571428,4.18,4.18,4.18,73.03463199999999,3.4503178363015947
FANiF3,2.53,0.69,1.33,2.57,1.91,3.98,0.5,1.16,3.4,1.351204047217858,0.5187969924812029,4.04,4.04,4.04,65.93926400000001,4.047483409138653
FACuI3,2.53,0.73,2.2,2.57,1.9,2.66,0.5,1.24,3.05,1.141506851540058,0.3318181818181818,5.86,5.86,5.86,201.23005600000002,4.037852889144577
FACuBr3,2.53,0.73,1.96,2.57,1.9,2.96,0.5,1.24,3.36,1.180263735140371,0.37244897959183676,5.38,5.38,5.38,155.72087199999999,3.714311860306401
FACuCl3,2.53,0.73,1.81,2.57,1.9,3.16,0.5,1.24,3.61,1.2082060749407937,0.4033149171270718,5.08,5.08,5.08,131.09651200000002,2.7228628426194894
FACuO3,2.53,0.73,1.4,2.57,1.9,3.44,0.5,1.24,1.46,1.3046618075413763,0.5214285714285715,4.26,4.26,4.26,77.308776,3.3639531682597323
FACuF3,2.53,0.73,1.33,2.57,1.9,3.98,0.5,1.24,3.4,1.32496707542722,0.5488721804511277,4.12,4.12,4.12,69.934528,3.9316556987840463
FAZrI3,2.53,0.72,2.2,2.57,1.33,2.66,0.5,0.43,3.05,1.1454161215795788,0.3272727272727272,5.84,5.84,5.84,199.17670399999997,4.310170495503503
FAZrBr3,2.53,0.72,1.96,2.57,1.33,2.96,0.5,0.43,3.36,1.1846677043013427,0.3673469387755102,5.359999999999999,5.359999999999999,5.359999999999999,153.99065599999994,4.054428287758998
FAZrCl3,2.53,0.72,1.81,2.57,1.33,3.16,0.5,0.43,3.61,1.2129815930235635,0.39779005524861877,5.0600000000000005,5.0600000000000005,5.0600000000000005,129.55421600000003,3.1099413336878943
FAZrO3,2.53,0.72,1.4,2.57,1.33,3.44,0.5,0.43,1.46,1.3108158726712882,0.5142857142857143,4.24,4.24,4.24,76.225024,4.014577836401751
FAZrF3,2.53,0.72,1.33,2.57,1.33,3.98,0.5,0.43,3.4,1.3314303294536942,0.5413533834586466,4.1,4.1,4.1,68.92099999999998,4.656152341421079
LiPbI3,0.92,1.19,2.2,0.98,2.33,2.66,0.62,0.36,3.05,0.6507885419769994,0.5409090909090909,6.78,6.78,6.78,311.66575200000005,3.1693509487532165
LiPbBr3,0.92,1.19,1.96,0.98,2.33,2.96,0.62,0.36,3.36,0.6464976285134149,0.6071428571428571,6.3,6.3,6.3,250.04699999999997,3.0139800339920693
LiPbCl3,0.92,1.19,1.81,0.98,2.33,3.16,0.62,0.36,3.61,0.6434671708797581,0.6574585635359116,6.0,6.0,6.0,216.0,2.463882431086018
LiPbO3,0.92,1.19,1.4,0.98,2.33,3.44,0.62,0.36,1.46,0.6333929468543591,0.85,5.18,5.18,5.18,138.991832,3.1318666679078078
LiPbF3,0.92,1.19,1.33,0.98,2.33,3.98,0.62,0.36,3.4,0.6313453403451317,0.894736842105263,5.04,5.04,5.04,128.024064,3.5165206858745894
LiSnI3,0.92,1.1,2.2,0.98,1.96,2.66,0.62,1.11,3.05,0.6685373203945539,0.5,6.6000000000000005,6.6000000000000005,6.6000000000000005,287.4960000000001,2.924621574969747
LiSnBr3,0.92,1.1,1.96,0.98,1.96,2.96,0.62,1.11,3.36,0.6655122646461623,0.5612244897959184,6.12,6.12,6.12,229.22092800000001,2.6466847001074556
LiSnCl3,0.92,1.1,1.81,0.98,1.96,3.16,0.62,1.11,3.61,0.6633682174018125,0.6077348066298343,5.82,5.82,5.82,197.13736800000004,1.9541574818884548
LiSnO3,0.92,1.1,1.4,0.98,1.96,3.44,0.62,1.11,1.46,0.656195092941116,0.7857142857142858,5.0,5.0,5.0,125.0,2.3067419461972767
LiSnF3,0.92,1.1,1.33,0.98,1.96,3.98,0.62,1.11,3.4,0.654728501098655,0.8270676691729324,4.86,4.86,4.86,114.79125600000002,2.6416483052345914
LiGeI3,0.92,0.73,2.2,0.98,2.01,2.66,0.62,1.16,3.05,0.7529601219460846,0.3318181818181818,5.86,5.86,5.86,201.23005600000002,3.7982108464706914
LiGeBr3,0.92,0.73,1.96,0.98,2.01,2.96,0.62,1.16,3.36,0.7570511263261177,0.37244897959183676,5.38,5.38,5.38,155.72087199999999,3.404634801297765
LiGeCl3,0.92,0.73,1.81,0.98,2.01,3.16,0.62,1.16,3.61,0.7600005955272734,0.4033149171270718,5.08,5.08,5.08,131.09651200000002,2.3550179554327104
LiGeO3,0.92,0.73,1.4,0.98,2.01,3.44,0.62,1.16,1.46,0.7701820339684461,0.5214285714285715,4.26,4.26,4.26,77.308776,2.740179462836945
LiGeF3,0.92,0.73,1.33,0.98,2.01,3.98,0.62,1.16,3.4,0.7723253678008407,0.5488721804511277,4.12,4.12,4.12,69.934528,3.242108159874222
LiTiI3,0.92,0.605,2.2,0.98,1.54,2.66,0.62,0.08,3.05,0.7865144945818282,0.27499999999999997,5.61,5.61,5.61,176.55848100000003,4.096083455764459
LiTiBr3,0.92,0.605,1.96,0.98,1.54,2.96,0.62,0.08,3.36,0.7939444560691059,0.3086734693877551,5.13,5.13,5.13,135.005697,3.6224900328727148
LiTiCl3,0.92,0.605,1.81,0.98,1.54,3.16,0.62,0.08,3.61,0.7993381004717494,0.3342541436464088,4.83,4.83,4.83,112.67858700000001,2.3750628974296495
LiTiO3,0.92,0.605,1.4,0.98,1.54,3.44,0.62,0.08,1.46,0.8181983702507681,0.43214285714285716,4.01,4.01,4.01,64.48120099999998,2.647655585015558
LiTiF3,0.92,0.605,1.33,0.98,1.54,3.98,0.62,0.08,3.4,0.822217187426218,0.45488721804511273,3.87,3.87,3.87,57.960603000000006,3.2025097383761048
LiMgI3,0.92,0.72,2.2,0.98,1.31,2.66,0.62,-0.42,3.05,0.7555387525006947,0.3272727272727272,5.84,5.84,5.84,199.17670399999997,3.434513396306759
LiMgBr3,0.92,0.72,1.96,0.98,1.31,2.96,0.62,-0.42,3.36,0.759875943961663,0.3673469387755102,5.359999999999999,5.359999999999999,5.359999999999999,153.99065599999994,2.92182388576068
LiMgCl3,0.92,0.72,1.81,0.98,1.31,3.16,0.62,-0.42,3.61,0.763004550450306,0.39779005524861877,5.0600000000000005,5.0600000000000005,5.0600000000000005,129.55421600000003,1.763705755741064
LiMgO3,0.92,0.72,1.4,0.98,1.31,3.44,0.62,-0.42,1.46,0.7738149680909386,0.5142857142857143,4.24,4.24,4.24,76.225024,1.7264776076342454
LiMgF3,0.92,0.72,1.33,0.98,1.31,3.98,0.62,-0.42,3.4,0.7760928086193815,0.5413533834586466,4.1,4.1,4.1,68.92099999999998,2.1255666730150975
LiCaI3,0.92,1.0,2.2,0.98,1.0,2.66,0.62,0.02,3.05,0.6894291116568837,0.45454545454545453,6.4,6.4,6.4,262.14400000000006,2.709435925694329
LiCaBr3,0.92,1.0,1.96,0.98,1.0,2.96,0.62,0.02,3.36,0.6879957871004245,0.5102040816326531,5.92,5.92,5.92,207.474688,2.2948384434719302
LiCaCl3,0.92,1.0,1.81,0.98,1.0,3.16,0.62,0.02,3.61,0.6869756272737632,0.5524861878453039,5.62,5.62,5.62,177.50432800000002,1.4347978581384755
LiCaO3,0.92,1.0,1.4,0.98,1.0,3.44,0.62,0.02,1.46,0.6835365551469959,0.7142857142857143,4.8,4.8,4.8,110.59199999999998,1.4267588095194166
LiCaF3,0.92,1.0,1.33,0.98,1.0,3.98,0.62,0.02,3.4,0.6828284367681252,0.7518796992481203,4.66,4.66,4.66,101.19469600000001,1.7064480717038948
