composition,composition_obj,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
RbPbBr3,Rb1 Pb1 Br3,35.0,82.0,47.0,44.8,14.879999999999999,35.0,4.0,95.0,91.0,74.0,28.0,95.0,79.904,207.2,127.29599999999999,106.47595999999999,40.28961599999999,79.904,265.8,600.61,334.81,342.094,103.40639999999999,265.8,1.0,17.0,16.0,13.2,4.880000000000001,17.0,4.0,6.0,2.0,4.6,0.72,4.0,120.0,220.0,100.0,145.2,30.24,120.0,0.82,2.96,2.14,2.4059999999999997,0.6648000000000001,2.96,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,28.0,27.0,16.0,6.0,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,28.11,90.7225,62.6125,41.454499999999996,19.707199999999997,29.48,0.0,1.457,1.457,0.8742000000000001,0.6993600000000001,1.457,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0
RbPbI3,Rb1 Pb1 I3,37.0,82.0,45.0,55.6,10.56,53.0,4.0,96.0,92.0,74.6,28.240000000000002,96.0,85.4678,207.2,121.73219999999999,134.676242,29.009503199999994,126.90447,312.46,600.61,288.15000000000003,414.724,74.35439999999998,386.85,1.0,17.0,16.0,13.2,4.880000000000001,17.0,5.0,6.0,1.0,5.2,0.3200000000000001,5.0,139.0,220.0,81.0,156.6,25.359999999999996,139.0,0.82,2.66,1.8400000000000003,2.226,0.5624000000000001,2.66,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,28.0,27.0,16.0,6.0,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,28.11,90.7225,62.6125,49.5755,16.458799999999997,43.015,0.0,1.062,1.062,0.6372,0.50976,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0
RbSnCl3,Rb1 Sn1 Cl3,17.0,50.0,33.0,27.6,12.72,17.0,4.0,94.0,90.0,73.2,27.679999999999996,94.0,35.453,118.71,83.25699999999999,62.10735999999999,31.985231999999996,35.453,171.6,505.08,333.48,266.46799999999996,113.8416,171.6,1.0,17.0,16.0,13.2,4.880000000000001,17.0,3.0,5.0,2.0,3.8,0.96,3.0,102.0,220.0,118.0,133.0,37.2,102.0,0.82,3.16,2.3400000000000003,2.452,0.8496000000000002,3.16,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,7.2,2.72,7.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,24.4975,90.7225,66.225,39.5,20.489,24.4975,0.0,2.493,2.493,1.4957999999999998,1.19664,2.493,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,112.4,58.08,64.0
RbSnBr3,Rb1 Sn1 Br3,35.0,50.0,15.0,38.4,4.639999999999999,35.0,4.0,95.0,91.0,73.8,27.920000000000005,95.0,79.904,118.71,38.806,88.77796,11.972815999999998,79.904,265.8,505.08,239.27999999999997,322.988,72.8368,265.8,1.0,17.0,16.0,13.2,4.880000000000001,17.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,120.0,220.0,100.0,143.8,30.480000000000008,120.0,0.82,2.96,2.14,2.332,0.7536,2.96,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,13.2,4.880000000000001,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,29.48,90.7225,61.24249999999999,42.4895,19.2932,29.48,0.0,1.457,1.457,0.8742000000000001,0.6993600000000001,1.457,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,112.4,58.08,64.0
RbSnI3,Rb1 Sn1 I3,37.0,53.0,16.0,49.2,4.879999999999998,53.0,4.0,96.0,92.0,74.4,28.159999999999997,96.0,85.4678,126.90447,41.43667000000001,116.978242,12.604176800000005,126.90447,312.46,505.08,192.62,395.61800000000005,43.78480000000002,386.85,1.0,17.0,16.0,13.2,4.880000000000001,17.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,220.0,81.0,155.2,25.919999999999995,139.0,0.82,2.66,1.8400000000000003,2.152,0.6096000000000001,2.66,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,13.2,4.880000000000001,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,33.285,90.7225,57.4375,50.6105,16.044800000000002,43.015,0.0,1.062,1.062,0.6372,0.50976,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,112.4,58.08,64.0
RbGeCl3,Rb1 Ge1 Cl3,17.0,37.0,20.0,24.0,8.4,17.0,4.0,94.0,90.0,73.0,27.6,94.0,35.453,85.4678,50.014799999999994,52.89336000000001,20.928431999999997,35.453,171.6,1211.4,1039.8000000000002,407.732,321.46720000000005,171.6,1.0,17.0,16.0,13.2,4.880000000000001,17.0,3.0,5.0,2.0,3.6,0.72,3.0,102.0,220.0,118.0,129.2,36.31999999999999,102.0,0.82,3.16,2.3400000000000003,2.462,0.8376000000000001,3.16,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,7.2,2.72,7.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,23.005,90.7225,67.7175,37.443999999999996,21.3114,24.4975,0.0,2.493,2.493,1.5723999999999998,1.10472,2.493,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0
RbGeBr3,Rb1 Ge1 Br3,32.0,37.0,5.0,34.8,1.1200000000000017,35.0,4.0,95.0,91.0,73.6,27.840000000000003,95.0,72.64,85.4678,12.827799999999996,79.56396,2.7695840000000005,79.904,265.8,1211.4,945.6000000000001,464.25200000000007,298.85920000000004,265.8,1.0,17.0,16.0,13.2,4.880000000000001,17.0,4.0,5.0,1.0,4.2,0.3200000000000001,4.0,120.0,220.0,100.0,140.0,32.0,120.0,0.82,2.96,2.14,2.3419999999999996,0.7416000000000001,2.96,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,13.2,4.880000000000001,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,23.005,90.7225,67.7175,40.433499999999995,20.115599999999997,29.48,0.0,1.457,1.457,0.9508000000000001,0.6074400000000001,1.457,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0
RbGeI3,Rb1 Ge1 I3,32.0,53.0,21.0,45.6,8.879999999999999,53.0,4.0,96.0,92.0,74.2,28.079999999999995,96.0,72.64,126.90447,54.26447,107.76424200000001,22.9682736,126.90447,312.46,1211.4,898.94,536.8820000000001,269.8072,386.85,1.0,17.0,16.0,13.2,4.880000000000001,17.0,4.0,5.0,1.0,4.8,0.3200000000000001,5.0,120.0,220.0,100.0,151.4,27.440000000000005,139.0,0.82,2.66,1.8400000000000003,2.162,0.5976000000000001,2.66,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,13.2,4.880000000000001,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,23.005,90.7225,67.7175,48.554500000000004,16.867200000000004,43.015,0.0,1.062,1.062,0.7138,0.41784,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0
RbBiCl3,Rb1 Bi1 Cl3,17.0,83.0,66.0,34.2,20.64,17.0,4.0,94.0,90.0,74.4,28.159999999999997,94.0,35.453,208.9804,173.5274,80.16144,53.650127999999995,35.453,171.6,544.4,372.79999999999995,274.332,123.2784,171.6,1.0,17.0,16.0,13.4,4.959999999999999,17.0,3.0,6.0,3.0,4.0,1.2,3.0,102.0,220.0,118.0,134.8,39.36,102.0,0.82,3.16,2.3400000000000003,2.464,0.8352,3.16,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.6,1.6799999999999997,5.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,29.0,28.0,10.2,7.519999999999999,7.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,1.2,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.4,0.6399999999999999,1.0,24.4975,90.7225,66.225,39.433,20.5158,24.4975,0.0,2.493,2.493,1.4957999999999998,1.19664,2.493,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.6,56.959999999999994,64.0
RbBiBr3,Rb1 Bi1 Br3,35.0,83.0,48.0,45.0,15.2,35.0,4.0,95.0,91.0,75.0,28.4,95.0,79.904,208.9804,129.0764,106.83204,40.85934400000001,79.904,265.8,544.4,278.59999999999997,330.852,85.41919999999998,265.8,1.0,17.0,16.0,13.4,4.959999999999999,17.0,4.0,6.0,2.0,4.6,0.72,4.0,120.0,220.0,100.0,145.6,30.72,120.0,0.82,2.96,2.14,2.344,0.7392000000000001,2.96,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.6,1.6799999999999997,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,29.0,28.0,16.2,6.08,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,1.2,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.4,0.6399999999999999,1.0,29.48,90.7225,61.24249999999999,42.4225,19.32,29.48,0.0,1.457,1.457,0.8742000000000001,0.6993600000000001,1.457,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.6,56.959999999999994,64.0
RbBiI3,Rb1 Bi1 I3,37.0,83.0,46.0,55.8,10.879999999999999,53.0,4.0,96.0,92.0,75.6,28.640000000000004,96.0,85.4678,208.9804,123.5126,135.032322,29.57923119999999,126.90447,312.46,544.4,231.94,403.482,56.367200000000004,386.85,1.0,17.0,16.0,13.4,4.959999999999999,17.0,5.0,6.0,1.0,5.2,0.3200000000000001,5.0,139.0,220.0,81.0,157.0,25.2,139.0,0.82,2.66,1.8400000000000003,2.164,0.5952000000000001,2.66,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.6,1.6799999999999997,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,29.0,28.0,16.2,6.08,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,1.2,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.4,0.6399999999999999,1.0,32.95,90.7225,57.772499999999994,50.54350000000001,16.071600000000004,43.015,0.0,1.062,1.062,0.6372,0.50976,1.062,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.6,56.959999999999994,64.0
KPbCl3,K1 Pb1 Cl3,17.0,82.0,65.0,30.4,20.639999999999997,17.0,3.0,94.0,91.0,73.2,28.079999999999995,94.0,35.453,207.2,171.74699999999999,70.53146,54.66741599999999,35.453,171.6,600.61,429.01,290.38800000000003,142.5456,171.6,1.0,17.0,16.0,13.2,4.880000000000001,17.0,3.0,6.0,3.0,3.8,0.96,3.0,102.0,203.0,101.0,131.0,34.8,102.0,0.82,3.16,2.3400000000000003,2.5260000000000002,0.7608,3.16,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,28.0,27.0,10.0,7.2,7.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,24.4975,73.1066666667,48.60916666669999,34.94183333334,15.265933333344,24.4975,0.0,2.493,2.493,1.4957999999999998,1.19664,2.493,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0
KPbBr3,K1 Pb1 Br3,19.0,82.0,63.0,41.2,16.32,35.0,3.0,95.0,92.0,73.8,28.320000000000004,95.0,39.0983,207.2,168.1017,97.20205999999999,43.99917599999999,79.904,265.8,600.61,334.81,346.908,101.48080000000002,265.8,1.0,17.0,16.0,13.2,4.880000000000001,17.0,4.0,6.0,2.0,4.4,0.6400000000000002,4.0,120.0,203.0,83.0,141.8,26.160000000000004,120.0,0.82,2.96,2.14,2.4059999999999997,0.6648000000000001,2.96,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,28.0,27.0,16.0,6.0,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,28.11,73.1066666667,44.996666666699994,37.93133333334,14.070133333343998,29.48,0.0,1.457,1.457,0.8742000000000001,0.6993600000000001,1.457,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0
KPbI3,K1 Pb1 I3,19.0,82.0,63.0,52.0,13.2,53.0,3.0,96.0,93.0,74.4,28.559999999999995,96.0,39.0983,207.2,168.1017,125.402342,34.5216168,126.90447,336.53,600.61,264.08000000000004,419.538,72.4288,386.85,1.0,17.0,16.0,13.2,4.880000000000001,17.0,4.0,6.0,2.0,5.0,0.4,5.0,139.0,203.0,64.0,153.2,19.919999999999995,139.0,0.82,2.66,1.8400000000000003,2.226,0.5624000000000001,2.66,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,28.0,27.0,16.0,6.0,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,28.11,73.1066666667,44.996666666699994,46.05233333334,10.821733333344,43.015,0.0,1.062,1.062,0.6372,0.50976,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0
KSnCl3,K1 Sn1 Cl3,17.0,50.0,33.0,24.0,10.4,17.0,3.0,94.0,91.0,73.0,28.0,94.0,35.453,118.71,83.25699999999999,52.83346,26.350615999999995,35.453,171.6,505.08,333.48,271.282,119.61839999999998,171.6,1.0,17.0,16.0,13.2,4.880000000000001,17.0,3.0,5.0,2.0,3.6,0.72,3.0,102.0,203.0,101.0,129.6,33.12,102.0,0.82,3.16,2.3400000000000003,2.452,0.8496000000000002,3.16,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,7.2,2.72,7.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,24.4975,73.1066666667,48.60916666669999,35.97683333334,14.851933333343998,24.4975,0.0,2.493,2.493,1.4957999999999998,1.19664,2.493,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,112.4,58.08,64.0
KSnBr3,K1 Sn1 Br3,19.0,50.0,31.0,34.8,6.320000000000002,35.0,3.0,95.0,92.0,73.6,28.240000000000002,95.0,39.0983,118.71,79.61169999999998,79.50406000000001,16.16230399999999,79.904,265.8,505.08,239.27999999999997,327.802,74.40239999999999,265.8,1.0,17.0,16.0,13.2,4.880000000000001,17.0,4.0,5.0,1.0,4.2,0.3200000000000001,4.0,120.0,203.0,83.0,140.4,25.040000000000003,120.0,0.82,2.96,2.14,2.332,0.7536,2.96,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,13.2,4.880000000000001,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,29.48,73.1066666667,43.62666666669999,38.966333333339996,13.656133333343996,29.48,0.0,1.457,1.457,0.8742000000000001,0.6993600000000001,1.457,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,112.4,58.08,64.0
KSnI3,K1 Sn1 I3,19.0,53.0,34.0,45.6,10.639999999999999,53.0,3.0,96.0,93.0,74.2,28.479999999999997,96.0,39.0983,126.90447,87.80617000000001,107.704342,27.4424168,126.90447,336.53,505.08,168.55,400.432,41.8592,386.85,1.0,17.0,16.0,13.2,4.880000000000001,17.0,4.0,5.0,1.0,4.8,0.3200000000000001,5.0,139.0,203.0,64.0,151.8,20.480000000000008,139.0,0.82,2.66,1.8400000000000003,2.152,0.6096000000000001,2.66,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,13.2,4.880000000000001,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,33.285,73.1066666667,39.8216666667,47.08733333334,10.407733333343998,43.015,0.0,1.062,1.062,0.6372,0.50976,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,112.4,58.08,64.0
