formula,A_site,B_site,X_site,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,bond_len_BX,inv_bond_sq,stability_index,lattice_strain,packing_index,PC1_Size,PC2_Shape,Stability_Tag,B_site_encoded
NaZnO3,Na,Zn,O,1.39,0.74,1.4,0.93,1.65,3.44,0.54,0.0,1.46,0.9218822053787232,0.5285714285714286,78.40275199999996,2.8847291917275744,1.79,0.5285714285714286,2.1399999999999997,0.218359682068303,0.48728059427161086,0.0,0.6,0.0,0.0,1,0
NaMgI3,Na,Mg,I,1.39,0.72,2.2,0.93,1.31,2.66,0.54,0.0,3.05,0.8693538850889403,0.3272727272727272,199.17670399999997,3.5674918856163664,1.35,0.3272727272727272,2.92,0.11728279226871835,0.2845158169381986,0.0,0.6,0.0,0.0,0,0
NaMgBr3,Na,Mg,Br,1.39,0.72,1.96,0.93,1.31,2.96,0.54,0.0,3.36,0.8838834764831843,0.3673469387755102,153.99065599999994,3.093822745247238,1.65,0.3673469387755102,2.6799999999999997,0.13922922699933174,0.3246918893203534,0.0,0.6,0.0,0.0,0,0
NaMgCl3,Na,Mg,Cl,1.39,0.72,1.81,0.93,1.31,3.16,0.54,0.0,3.61,0.894364308220139,0.39779005524861877,129.55421600000003,1.9662242945543542,1.85,0.39779005524861877,2.5300000000000002,0.1562280304332203,0.3557692275792818,0.0,0.6,0.0,0.0,0,0
NaMgF3,Na,Mg,F,1.39,0.72,1.33,0.93,1.31,3.98,0.54,0.0,3.4,0.938209973086541,0.5413533834586466,68.92099999999998,2.5033595253487717,2.67,0.5413533834586466,2.05,0.2379535990481856,0.5079031433250447,0.0,0.6,0.0,0.0,1,0
NaMgO3,Na,Mg,O,1.39,0.72,1.4,0.93,1.31,3.44,0.54,0.0,1.46,0.9305792073162582,0.5142857142857143,76.225024,2.0739516498016424,2.13,0.5142857142857143,2.12,0.22249911000355996,0.4785835923340757,0.0,0.6,0.0,0.0,1,0
NaSrI3,Na,Sr,I,1.39,1.18,2.2,0.93,0.95,2.66,0.54,0.05,3.05,0.7510394510235815,0.5363636363636363,308.915776,2.6404473923585208,1.7100000000000002,0.5363636363636363,3.38,0.08753194916144394,0.4028302510035573,0.0,0.6,0.0,0.0,0,0
NaSrBr3,Na,Sr,Br,1.39,1.18,1.96,0.93,0.95,2.96,0.54,0.05,3.36,0.754397362093928,0.6020408163265306,247.67315199999993,2.3479911700810394,2.01,0.6020408163265306,3.1399999999999997,0.10142399285975091,0.45417800370960976,0.0,0.6,0.0,0.0,0,0
NaSrCl3,Na,Sr,Cl,1.39,1.18,1.81,0.93,0.95,3.16,0.54,0.05,3.61,0.7567697992631945,0.6519337016574586,213.84719200000004,1.6827306614105015,2.21,0.6519337016574586,2.99,0.11185557208532342,0.4933637365362263,0.0,0.6,0.0,0.0,0,0
NaSrF3,Na,Sr,F,1.39,1.18,1.33,0.93,0.95,3.98,0.54,0.05,3.4,0.7662671094929917,0.8872180451127819,126.50600799999997,2.1947465271401083,3.0300000000000002,0.8872180451127819,2.51,0.15872763924382155,0.6798460069185941,0.0,0.6,0.0,0.0,0,0
NaSrO3,Na,Sr,O,1.39,1.18,1.4,0.93,0.95,3.44,0.54,0.05,1.46,0.7646619843063828,0.8428571428571429,137.38809600000002,1.9157525420162007,2.49,0.8428571428571429,2.58,0.15023135628868456,0.6445008153439512,0.0,0.6,0.0,0.0,0,0
NaCaI3,Na,Ca,I,1.39,1.0,2.2,0.93,1.0,2.66,0.54,0.02,3.05,0.7932854201436578,0.45454545454545453,262.14400000000006,2.8100294039044336,1.6600000000000001,0.45454545454545453,3.2,0.09765624999999999,0.3605842818834808,0.0,0.6,0.0,0.0,0,0
NaCaBr3,Na,Ca,Br,1.39,1.0,1.96,0.93,1.0,2.96,0.54,0.02,3.36,0.8002728773563965,0.5102040816326531,207.474688,2.421938173111768,1.96,0.5102040816326531,2.96,0.11413440467494522,0.40830248844714107,0.0,0.6,0.0,0.0,1,0
NaCaCl3,Na,Ca,Cl,1.39,1.0,1.81,0.93,1.0,3.16,0.54,0.02,3.61,0.8052461565113709,0.5524861878453039,177.50432800000002,1.5819542140654377,2.16,0.5524861878453039,2.81,0.12664479933131545,0.4448873792880502,0.0,0.6,0.0,0.0,1,0
NaCaF3,Na,Ca,F,1.39,1.0,1.33,0.93,1.0,3.98,0.54,0.02,3.4,0.8254637102263557,0.7518796992481203,101.19469600000001,1.9626039943820157,2.98,0.7518796992481203,2.33,0.18419937740610434,0.6206494061852298,0.0,0.6,0.0,0.0,0,0
NaCaO3,Na,Ca,O,1.39,1.0,1.4,0.93,1.0,3.44,0.54,0.02,1.46,0.8220116331293615,0.7142857142857143,110.59199999999998,1.6652026097211463,2.44,0.7142857142857143,2.4,0.1736111111111111,0.5871511665209725,0.0,0.6,0.0,0.0,0,0
NaMnI3,Na,Mn,I,1.39,0.67,2.2,0.93,1.55,2.66,0.54,0.0,3.05,0.8844994231566918,0.30454545454545456,189.11922400000003,4.025899336841362,1.11,0.30454545454545456,2.87,0.12140489747356407,0.26937027887044707,0.0,0.6,0.0,0.0,0,0
NaMnBr3,Na,Mn,Br,1.39,0.67,1.96,0.93,1.55,2.96,0.54,0.0,3.36,0.9006873448573893,0.3418367346938776,145.53157599999997,3.6228115694293255,1.41,0.3418367346938776,2.63,0.14457343607685524,0.3078880209461484,0.0,0.6,0.0,0.0,0,0
NaMnCl3,Na,Mn,Cl,1.39,0.67,1.81,0.93,1.55,3.16,0.54,0.0,3.61,0.9123958466923194,0.3701657458563536,122.02393599999999,2.5039868417527757,1.61,0.3701657458563536,2.48,0.1625910509885536,0.33773768910710167,0.0,0.6,0.0,0.0,0,0
NaMnF3,Na,Mn,F,1.39,0.67,1.33,0.93,1.55,3.98,0.54,0.0,3.4,0.9616652224137044,0.5037593984962406,64.0,3.489808203254733,2.4299999999999997,0.5037593984962406,2.0,0.25,0.48444789399788124,0.0,0.6,0.0,0.0,1,0
NaMnO3,Na,Mn,O,1.39,0.67,1.4,0.93,1.55,3.44,0.54,0.0,1.46,0.9530569659470858,0.47857142857142865,70.95794399999998,2.944007191678357,1.89,0.47857142857142865,2.07,0.23337767509160076,0.45610583370324825,0.0,0.6,0.0,0.0,1,0
NaFeI3,Na,Fe,I,1.39,0.64,2.2,0.93,1.83,2.66,0.54,0.15,3.05,0.8938427269224314,0.2909090909090909,183.25043200000005,4.162988704869985,0.8300000000000001,0.2909090909090909,2.8400000000000003,0.12398333663955562,0.2600269751047073,0.0,0.6,0.0,0.0,0,0
NaFeBr3,Na,Fe,Br,1.39,0.64,1.96,0.93,1.83,2.96,0.54,0.15,3.36,0.9110798911442053,0.326530612244898,140.608,3.7602981149228736,1.13,0.326530612244898,2.6,0.14792899408284022,0.29749547465933235,0.0,0.6,0.0,0.0,0,0
NaFeCl3,Na,Fe,Cl,1.39,0.64,1.81,0.93,1.83,3.16,0.54,0.15,3.61,0.9235680407334498,0.35359116022099446,117.64900000000003,2.609804165066214,1.33,0.35359116022099446,2.45,0.16659725114535606,0.32656549506597116,0.0,0.6,0.0,0.0,0,0
NaFeF3,Na,Fe,F,1.39,0.64,1.33,0.93,1.83,3.98,0.54,0.15,3.4,0.9763098704707659,0.48120300751879697,61.162984000000016,3.6761163435272417,2.15,0.48120300751879697,1.9700000000000002,0.2576721894405936,0.4698032459408197,0.0,0.6,0.0,0.0,1,0
NaFeO3,Na,Fe,O,1.39,0.64,1.4,0.93,1.83,3.44,0.54,0.15,1.46,0.9670725095639545,0.4571428571428572,67.91731200000001,3.0978142588402555,1.6099999999999999,0.4571428571428572,2.04,0.24029219530949636,0.44209029008637923,0.0,0.6,0.0,0.0,1,0
MAPbI3,MA,Pb,I,2.17,1.19,2.2,2.55,2.33,2.66,0.1,0.36,3.05,0.9115211309100921,0.5409090909090909,311.66575200000005,3.3028724583621125,0.33000000000000007,0.5409090909090909,3.39,0.08701629815264399,0.49305006626500436,0.0,0.6,0.0,0.0,1,0
MAPbBr3,MA,Pb,Br,2.17,1.19,1.96,2.55,2.33,2.96,0.1,0.36,3.36,0.9270955575556956,0.6071428571428571,250.04699999999997,3.1804050728864834,0.6299999999999999,0.6071428571428571,3.15,0.10078105316200554,0.5628794456588152,0.0,0.6,0.0,0.0,1,0
MAPbCl3,MA,Pb,Cl,2.17,1.19,1.81,2.55,2.33,3.16,0.1,0.36,3.61,0.938094996374153,0.6574585635359116,216.0,2.6553870376520656,0.8300000000000001,0.6574585635359116,3.0,0.1111111111111111,0.6167585887763768,0.0,0.6,0.0,0.0,1,0
MAPbF3,MA,Pb,F,2.17,1.19,1.33,2.55,2.33,3.98,0.1,0.36,3.4,0.9820927516479826,0.894736842105263,128.024064,3.838067466896429,1.65,0.894736842105263,2.52,0.15747039556563364,0.8787145672639843,0.0,0.6,0.0,0.0,0,0
MAPbO3,MA,Pb,O,2.17,1.19,1.4,2.55,2.33,3.44,0.1,0.36,1.46,0.9746606983922681,0.85,138.991832,3.431266144133373,1.1099999999999999,0.85,2.59,0.14907350814686723,0.8284615936334279,0.0,0.6,0.0,0.0,0,0
MASnI3,MA,Sn,I,2.17,1.1,2.2,2.55,1.96,2.66,0.1,1.11,3.05,0.936380798116731,0.5,287.4960000000001,3.0693682208376263,0.7000000000000002,0.5,3.3000000000000003,0.09182736455463726,0.4681903990583655,0.0,0.6,0.0,0.0,1,0
MASnBr3,MA,Sn,Br,2.17,1.1,1.96,2.55,1.96,2.96,0.1,1.11,3.36,0.9543630739543926,0.5612244897959184,229.22092800000001,2.828230434449966,1.0,0.5612244897959184,3.06,0.10679653124866505,0.5356119292601184,0.0,0.6,0.0,0.0,1,0
MASnCl3,MA,Sn,Cl,2.17,1.1,1.81,2.55,1.96,3.16,0.1,1.11,3.61,0.9671082436846937,0.6077348066298343,197.13736800000004,2.1639857627360835,1.2000000000000002,0.6077348066298343,2.91,0.11809024456489647,0.587745341465836,0.0,0.6,0.0,0.0,1,0
MASnF3,MA,Sn,F,2.17,1.1,1.33,2.55,1.96,3.98,0.1,1.11,3.4,1.0184665572645744,0.8270676691729324,114.79125600000002,3.000262080420865,2.02,0.8270676691729324,2.43,0.16935087808430285,0.8423407616473924,0.0,0.6,0.0,0.0,0,0
MASnO3,MA,Sn,O,2.17,1.1,1.4,2.55,1.96,3.44,0.1,1.11,1.46,1.0097484835343897,0.7857142857142858,125.0,2.6396545998007306,1.48,0.7857142857142858,2.5,0.16,0.7933738084913063,0.0,0.6,0.0,0.0,0,0
MAGeI3,MA,Ge,I,2.17,0.73,2.2,2.55,2.01,2.66,0.1,1.23,3.05,1.0546268374693557,0.3318181818181818,201.23005600000002,4.00476182195717,0.6500000000000004,0.3318181818181818,2.93,0.11648359328588567,0.3499443597057407,0.0,0.6,0.0,0.0,0,0
MAGeBr3,MA,Ge,Br,2.17,0.73,1.96,2.55,2.01,2.96,0.1,1.23,3.36,1.0856323443496063,0.37244897959183676,155.72087199999999,3.6715499799129914,0.9500000000000002,0.37244897959183676,2.69,0.13819598955238319,0.40434265886490445,0.0,0.6,0.0,0.0,0,0
MAGeCl3,MA,Ge,Cl,2.17,0.73,1.81,2.55,2.01,3.16,0.1,1.23,3.61,1.1079862161899445,0.4033149171270718,131.09651200000002,2.670168809193284,1.1500000000000004,0.4033149171270718,2.54,0.15500031000062,0.4468673689605853,0.0,0.6,0.0,0.0,0,0
MAGeF3,MA,Ge,F,2.17,0.73,1.33,2.55,2.01,3.98,0.1,1.23,3.4,1.2013950165790857,0.5488721804511277,69.934528,3.8300281689447195,1.9700000000000002,0.5488721804511277,2.06,0.2356489772834386,0.6594123023328815,0.0,0.6,0.0,0.0,0,0
MAGeO3,MA,Ge,O,2.17,0.73,1.4,2.55,2.01,3.44,0.1,1.23,1.46,1.1851508022704105,0.5214285714285715,77.308776,3.277819126980621,1.4300000000000002,0.5214285714285715,2.13,0.2204148206925434,0.6179714897552855,0.0,0.6,0.0,0.0,0,0
MATiI3,MA,Ti,I,2.17,0.6,2.2,2.55,1.54,2.66,0.1,0.08,3.05,1.10359165492329,0.2727272727272727,175.61600000000004,4.354364717609775,1.12,0.2727272727272727,2.8000000000000003,0.12755102040816324,0.30097954225180634,0.0,0.6,0.0,0.0,0,0
MATiBr3,MA,Ti,Br,2.17,0.6,1.96,2.55,1.54,2.96,0.1,0.08,3.36,1.1407621118361098,0.30612244897959184,134.21772800000002,3.9529400543293973,1.42,0.30612244897959184,2.56,0.152587890625,0.34921289137840095,0.0,0.6,0.0,0.0,0,0
MATiCl3,MA,Ti,Cl,2.17,0.6,1.81,2.55,1.54,3.16,0.1,0.08,3.61,1.1677531075196925,0.3314917127071823,111.98016800000002,2.7582338140900804,1.62,0.3314917127071823,2.41,0.1721733441228629,0.38710047763083727,0.0,0.6,0.0,0.0,0,0
MATiF3,MA,Ti,F,2.17,0.6,1.33,2.55,1.54,3.98,0.1,0.08,3.4,1.2823179969704228,0.45112781954887216,57.512456000000014,3.941213721954564,2.44,0.45112781954887216,1.9300000000000002,0.2684635829149775,0.5784893219415441,0.0,0.6,0.0,0.0,0,0
MATiO3,MA,Ti,O,2.17,0.6,1.4,2.55,1.54,3.44,0.1,0.08,1.46,1.262185604417987,0.4285714285714286,64.0,3.315966456326802,1.9,0.4285714285714286,2.0,0.25,0.5409366876077089,0.0,0.6,0.0,0.0,0,0
MAZnI3,MA,Zn,I,2.17,0.74,2.2,2.55,1.65,2.66,0.1,0.0,3.05,1.0510396713555143,0.3363636363636363,203.29747200000008,3.904407759517315,1.0100000000000002,0.3363636363636363,2.9400000000000004,0.11569253551760837,0.353531525819582,0.0,0.6,0.0,0.0,0,0
MAZnBr3,MA,Zn,Br,2.17,0.74,1.96,2.55,1.65,2.96,0.1,0.0,3.36,1.0816114838149782,0.37755102040816324,157.46400000000003,3.5539218229664185,1.31,0.37755102040816324,2.7,0.1371742112482853,0.4083635193995325,0.0,0.6,0.0,0.0,0,0
MAZnCl3,MA,Zn,Cl,2.17,0.74,1.81,2.55,1.65,3.16,0.1,0.0,3.61,1.103641172204886,0.4088397790055249,132.65099999999998,2.5474937905057935,1.5100000000000002,0.4088397790055249,2.55,0.15378700499807768,0.451212412945644,0.0,0.6,0.0,0.0,0,0
MAZnF3,MA,Zn,F,2.17,0.74,1.33,2.55,1.65,3.98,0.1,0.0,3.4,1.195591175919283,0.556390977443609,70.95794400000003,3.6039515700991,2.33,0.556390977443609,2.0700000000000003,0.23337767509160068,0.6652161429926837,0.0,0.6,0.0,0.0,0,0
MAZnO3,MA,Zn,O,2.17,0.74,1.4,2.55,1.65,3.44,0.1,0.0,1.46,1.179612714409334,0.5285714285714286,78.40275199999996,3.077468073113191,1.79,0.5285714285714286,2.1399999999999997,0.218359682068303,0.6235095776163623,0.0,0.6,0.0,0.0,0,0
MAMgI3,MA,Mg,I,2.17,0.72,2.2,2.55,1.31,2.66,0.1,0.0,3.05,1.058238573214114,0.3272727272727272,199.17670399999997,3.6433604908024124,1.35,0.3272727272727272,2.92,0.11728279226871835,0.3463326239609827,0.0,0.6,0.0,0.0,0,0
MAMgBr3,MA,Mg,Br,2.17,0.72,1.96,2.55,1.31,2.96,0.1,0.0,3.36,1.0896832113061348,0.3673469387755102,153.99065599999994,3.1919537559887847,1.65,0.3673469387755102,2.6799999999999997,0.13922922699933174,0.40029179190837605,0.0,0.6,0.0,0.0,0,0
MAMgCl3,MA,Mg,Cl,2.17,0.72,1.81,2.55,1.31,3.16,0.1,0.0,3.61,1.1123656083487978,0.39779005524861877,129.55421600000003,2.0828647188075786,1.85,0.39779005524861877,2.5300000000000002,0.1562280304332203,0.44248797680173174,0.0,0.6,0.0,0.0,0,0
MAMgF3,MA,Mg,F,2.17,0.72,1.33,2.55,1.31,3.98,0.1,0.0,3.4,1.2072554800745934,0.5413533834586466,68.92099999999998,2.722614305720993,2.67,0.5413533834586466,2.05,0.2379535990481856,0.6535518388373738,0.0,0.6,0.0,0.0,0,0
MAMgO3,MA,Mg,O,2.17,0.72,1.4,2.55,1.31,3.44,0.1,0.0,1.46,1.190741136243384,0.5142857142857143,76.225024,2.2721970280915054,2.13,0.5142857142857143,2.12,0.22249911000355996,0.6123811557823118,0.0,0.6,0.0,0.0,0,0
MASrI3,MA,Sr,I,2.17,1.18,2.2,2.55,0.95,2.66,0.1,0.05,3.05,0.9142179389897079,0.5363636363636363,308.915776,2.6893644755638597,1.7100000000000002,0.5363636363636363,3.38,0.08753194916144394,0.4903532581853887,0.0,0.6,0.0,0.0,1,0
MASrBr3,MA,Sr,Br,2.17,1.18,1.96,2.55,0.95,2.96,0.1,0.05,3.36,0.9300480911784845,0.6020408163265306,247.67315199999993,2.4090040759854867,2.01,0.6020408163265306,3.1399999999999997,0.10142399285975091,0.5599269120360264,0.0,0.6,0.0,0.0,1,0
MASrCl3,MA,Sr,Cl,2.17,1.18,1.81,2.55,0.95,3.16,0.1,0.05,3.61,0.9412324378335982,0.6519337016574586,213.84719200000004,1.7533944778333697,2.21,0.6519337016574586,2.99,0.11185557208532342,0.6136211473169314,0.0,0.6,0.0,0.0,1,0
MASrF3,MA,Sr,F,2.17,1.18,1.33,2.55,0.95,3.98,0.1,0.05,3.4,0.9860054717740703,0.8872180451127819,126.50600799999997,2.314197444586131,3.0300000000000002,0.8872180451127819,2.51,0.15872763924382155,0.8748018471378969,0.0,0.6,0.0,0.0,0,0
MASrO3,MA,Sr,O,2.17,1.18,1.4,2.55,0.95,3.44,0.1,0.05,1.46,0.9784384530371993,0.8428571428571429,137.38809600000002,2.0257421201382666,2.49,0.8428571428571429,2.58,0.15023135628868456,0.8246838389884966,0.0,0.6,0.0,0.0,0,0
MACaI3,MA,Ca,I,2.17,1.0,2.2,2.55,1.0,2.66,0.1,0.02,3.05,0.9656426980578788,0.45454545454545453,262.14400000000006,2.8676742812162694,1.6600000000000001,0.45454545454545453,3.2,0.09765624999999999,0.43892849911721765,0.0,0.6,0.0,0.0,1,0
MACaBr3,MA,Ca,Br,2.17,1.0,1.96,2.55,1.0,2.96,0.1,0.02,3.36,0.986605069696095,0.5102040816326531,207.474688,2.4947724010539924,1.96,0.5102040816326531,2.96,0.11413440467494522,0.5033699335184159,0.0,0.6,0.0,0.0,1,0
MACaCl3,MA,Ca,Cl,2.17,1.0,1.81,2.55,1.0,3.16,0.1,0.02,3.61,1.0015249071610175,0.5524861878453039,177.50432800000002,1.6670859902215316,2.16,0.5524861878453039,2.81,0.12664479933131545,0.5533286779895125,0.0,0.6,0.0,0.0,1,0
MACaF3,MA,Ca,F,2.17,1.0,1.33,2.55,1.0,3.98,0.1,0.02,3.4,1.0621775683059724,0.7518796992481203,101.19469600000001,2.1119325591719518,2.98,0.7518796992481203,2.33,0.18419937740610434,0.7986297506059943,0.0,0.6,0.0,0.0,0,0
MACaO3,MA,Ca,O,2.17,1.0,1.4,2.55,1.0,3.44,0.1,0.02,1.46,1.0518213370149894,0.7142857142857143,110.59199999999998,1.801842318904757,2.44,0.7142857142857143,2.4,0.1736111111111111,0.7513009550107067,0.0,0.6,0.0,0.0,0,0
MAMnI3,MA,Mn,I,2.17,0.67,2.2,2.55,1.55,2.66,0.1,0.0,3.05,1.0766747852910148,0.30454545454545456,189.11922400000003,4.1058026824580605,1.11,0.30454545454545456,2.87,0.12140489747356407,0.3278964118840818,0.0,0.6,0.0,0.0,0,0
MAMnBr3,MA,Mn,Br,2.17,0.67,1.96,2.55,1.55,2.96,0.1,0.0,3.36,1.1103996221674681,0.3418367346938776,145.53157599999997,3.726646483702733,1.41,0.3418367346938776,2.63,0.14457343607685524,0.37957538104704275,0.0,0.6,0.0,0.0,0,0
MAMnCl3,MA,Mn,Cl,2.17,0.67,1.81,2.55,1.55,3.16,0.1,0.0,3.61,1.1347923343235722,0.3701657458563536,122.02393599999999,2.6278253214264184,1.61,0.3701657458563536,2.48,0.1625910509885536,0.42006125082695767,0.0,0.6,0.0,0.0,0,0
MAMnF3,MA,Mn,F,2.17,0.67,1.33,2.55,1.55,3.98,0.1,0.0,3.4,1.2374368670764582,0.5037593984962406,64.0,3.7259216207240122,2.4299999999999997,0.5037593984962406,2.0,0.25,0.623370451835509,0.0,0.6,0.0,0.0,0,0
MAMnO3,MA,Mn,O,2.17,0.67,1.4,2.55,1.55,3.44,0.1,0.0,1.46,1.2195029994376687,0.47857142857142865,70.95794399999998,3.156967966275122,1.89,0.47857142857142865,2.07,0.23337767509160076,0.5836192925880272,0.0,0.6,0.0,0.0,0,0
MAFeI3,MA,Fe,I,2.17,0.64,2.2,2.55,1.83,2.66,0.1,0.15,3.05,1.0880481104877509,0.2909090909090909,183.25043200000005,4.245451040991703,0.8300000000000001,0.2909090909090909,2.8400000000000003,0.12398333663955562,0.3165230866873457,0.0,0.6,0.0,0.0,0,0
MAFeBr3,MA,Fe,Br,2.17,0.64,1.96,2.55,1.83,2.96,0.1,0.15,3.36,1.1232119255001696,0.326530612244898,140.608,3.8677689467250036,1.13,0.326530612244898,2.6,0.14792899408284022,0.36676307771434113,0.0,0.6,0.0,0.0,0,0
MAFeCl3,MA,Fe,Cl,2.17,0.64,1.81,2.55,1.83,3.16,0.1,0.15,3.61,1.1486877506622282,0.35359116022099446,117.64900000000003,2.738247744850436,1.33,0.35359116022099446,2.45,0.16659725114535606,0.4061658344883017,0.0,0.6,0.0,0.0,0,0
MAFeF3,MA,Fe,F,2.17,0.64,1.33,2.55,1.83,3.98,0.1,0.15,3.4,1.2562810833263534,0.48120300751879697,61.162984000000016,3.9231817698647453,2.15,0.48120300751879697,1.9700000000000002,0.2576721894405936,0.6045262355856136,0.0,0.6,0.0,0.0,0,0
MAFeO3,MA,Fe,O,2.17,0.64,1.4,2.55,1.83,3.44,0.1,0.15,1.46,1.237436867076458,0.4571428571428572,67.91731200000001,3.320309205607788,1.6099999999999999,0.4571428571428572,2.04,0.24029219530949636,0.565685424949238,0.0,0.6,0.0,0.0,0,0
FAPbI3,FA,Pb,I,2.53,1.19,2.2,2.57,2.33,2.66,0.1,0.36,3.05,0.9866121165228229,0.5409090909090909,311.66575200000005,3.3721374074808534,0.33000000000000007,0.5409090909090909,3.39,0.08701629815264399,0.5336674630282542,0.0,0.6,0.0,0.0,1,0
FAPbBr3,FA,Pb,Br,2.53,1.19,1.96,2.57,2.33,2.96,0.1,0.36,3.36,1.0079077611198726,0.6071428571428571,250.04699999999997,3.266738891945837,0.6299999999999999,0.6071428571428571,3.15,0.10078105316200554,0.6119439978227798,0.0,0.6,0.0,0.0,1,0
FAPbCl3,FA,Pb,Cl,2.53,1.19,1.81,2.57,2.33,3.16,0.1,0.36,3.61,1.0229478101165386,0.6574585635359116,216.0,2.75532922494065,0.8300000000000001,0.6574585635359116,3.0,0.1111111111111111,0.6725457978114259,0.0,0.6,0.0,0.0,1,0
FAPbF3,FA,Pb,F,2.53,1.19,1.33,2.57,2.33,3.98,0.1,0.36,3.4,1.0831080061032037,0.894736842105263,128.024064,4.006688207246729,1.65,0.894736842105263,2.52,0.15747039556563364,0.9690966370397085,0.0,0.6,0.0,0.0,0,0
FAPbO3,FA,Pb,O,2.53,1.19,1.4,2.57,2.33,3.44,0.1,0.36,1.46,1.072945810835186,0.85,138.991832,3.5865811158385745,1.1099999999999999,0.85,2.59,0.14907350814686723,0.912003939209908,0.0,0.6,0.0,0.0,0,0
FASnI3,FA,Sn,I,2.53,1.1,2.2,2.57,1.96,2.66,0.1,1.11,3.05,1.0135197197007182,0.5,287.4960000000001,3.1444562653820167,0.7000000000000002,0.5,3.3000000000000003,0.09182736455463726,0.5067598598503591,0.0,0.6,0.0,0.0,1,0
FASnBr3,FA,Sn,Br,2.53,1.1,1.96,2.57,1.96,2.96,0.1,1.11,3.36,1.037552107035163,0.5612244897959184,229.22092800000001,2.922408189695482,1.0,0.5612244897959184,3.06,0.10679653124866505,0.5822996519074894,0.0,0.6,0.0,0.0,1,0
FASnCl3,FA,Sn,Cl,2.53,1.1,1.81,2.57,1.96,3.16,0.1,1.11,3.61,1.0545853712541635,0.6077348066298343,197.13736800000004,2.273490686502409,1.2000000000000002,0.6077348066298343,2.91,0.11809024456489647,0.640908236673801,0.0,0.6,0.0,0.0,0,0
FASnF3,FA,Sn,F,2.53,1.1,1.33,2.57,1.96,3.98,0.1,1.11,3.4,1.1232231174403593,0.8270676691729324,114.79125600000002,3.188320937920726,2.02,0.8270676691729324,2.43,0.16935087808430285,0.9289815257025529,0.0,0.6,0.0,0.0,0,0
FASnO3,FA,Sn,O,2.53,1.1,1.4,2.57,1.96,3.44,0.1,1.11,1.46,1.1115718600252527,0.7857142857142858,125.0,2.812354699435404,1.48,0.7857142857142858,2.5,0.16,0.8733778900198415,0.0,0.6,0.0,0.0,0,0
FAGeI3,FA,Ge,I,2.53,0.73,2.2,2.57,2.01,2.66,0.1,1.23,3.05,1.141506851540058,0.3318181818181818,201.23005600000002,4.11203959588143,0.6500000000000004,0.3318181818181818,2.93,0.11648359328588567,0.3787727280110192,0.0,0.6,0.0,0.0,0,0
FAGeBr3,FA,Ge,Br,2.53,0.73,1.96,2.57,2.01,2.96,0.1,1.23,3.36,1.180263735140371,0.37244897959183676,155.72087199999999,3.8101795173479864,0.9500000000000002,0.37244897959183676,2.69,0.13819598955238319,0.43958802380228107,0.0,0.6,0.0,0.0,0,0
